Ilya's Castle,,Fuun Karakury Ilya's Castle,Lotto Drop Bonus:,,8,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Second: Scapegoat RUN,33.19,40,Lotto 2,8,,4.458,2.684,,6528,Primordial Lanugo,29.1,114.1,AP,0.901,0.537,,6514,Homunculus Baby,40.3,82.4,AP,0.551,0.403,,6103,Magic Gem of Lancer,20.5,161.9,AP,0.124,,,7103,Lancer Monument,9.93,334.2,AP,0.143,,,6003,Gem of Lancer,9.27,358.0,AP,0.023,,,7101,Saber Monument,3.97,836.0,AP,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",253,"30,618",,,40.1,12.0,4.4,146.3,,,,,,,,,,6511,Forbidden Page,45.367,73.2,AP,0.831,0.416,,6524,Great Knight Medal,45.367,73.2,AP,0.739,0.424,,6516,Evil Bone,68.050,48.8,AP,0.381,0.251,,6512,Dragon Fang,68.050,48.8,AP,0.515,0.333,,6522,Fool's Chain,68.050,48.8,AP,0.539,0.320,,,,,,,,,,,,,,,,,,,-1,Blue Gems,45.367,,-2,Red Gems,45.367,,-3,Gold Gems,22.683,,-6,XP,680.5
Second: Samurai ZAN,31.59,40,Lotto 2,8,,5.008,2.846,,6510,Eternal Gear,40,79.0,AP,0.562,0.276,,6537,Giant's Ring,38.6,81.8,AP,0.545,0.307,,6107,Magic Gem of Berserker,23.8,132.7,AP,0.166,,,6007,Gem of Berserker,21.5,146.9,AP,0.048,,,7101,Saber Monument,10.3,306.7,AP,0.162,,,7103,Lancer Monument,10.1,312.8,AP,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",298,"39,732",,,48.1,15.0,3.6,112.8,,,,,,,,,,6511,Forbidden Page,56.033,56.4,AP,1.078,0.539,,6524,Great Knight Medal,56.033,56.4,AP,0.960,0.550,,6516,Evil Bone,84.050,37.6,AP,0.495,0.326,,6512,Dragon Fang,84.050,37.6,AP,0.668,0.432,,6522,Fool's Chain,84.050,37.6,AP,0.700,0.415,,,,,,,,,,,,,,,,,,,-1,Blue Gems,56.033,,-2,Red Gems,56.033,,-3,Gold Gems,28.017,,-6,XP,840.5
Second: Check Mid - Knight,30.77,40,Lotto 2,8,,6.053,3.545,,6507,Claw of Chaos,31.9,96.5,AP,0.958,0.565,,6534,Mystic Gunpowder,78.3,39.3,AP,0.697,0.430,,6202,Secret Gem of Archer,30.4,101.2,AP,0.705,,,7102,Archer Monument,13.3,231.4,AP,0.209,,,6102,Magic Gem of Archer,10.5,293.0,AP,0.068,,,6002,Gem of Archer,11.7,263.0,AP,0.027,,,7104,Rider Monument,3.51,876.6,AP,0.055,,,7105,Caster Monument,3.65,843.0,AP,0.058,,,7106,Assassin Monument,3.63,847.7,AP,0.057,,,7107,Berserker Monument,3.9,789.0,AP,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",367,"44,795",,,52.6,16.5,3.3,100.0,,,,,,,,,,6511,Forbidden Page,61.533,50.0,AP,1.216,0.608,,6524,Great Knight Medal,61.533,50.0,AP,1.082,0.620,,6516,Evil Bone,92.300,33.3,AP,0.558,0.368,,6512,Dragon Fang,92.300,33.3,AP,0.753,0.487,,6522,Fool's Chain,92.300,33.3,AP,0.789,0.468,,,,,,,,,,,,,,,,,,,-1,Blue Gems,61.533,,-2,Red Gems,61.533,,-3,Gold Gems,30.767,,-6,XP,923.0
Second: Check Mid - Warrior,30,40,Lotto 2,8,,7.416,4.188,,6540,Tsukumo Mirror,31.3,95.8,AP,1.597,0.785,,6547,Ball of Rainbow Thread,60.8,49.3,AP,0.932,0.569,,6206,Secret Gem of Assassin,35.8,83.8,AP,0.878,,,7106,Assassin Monument,33.1,90.6,AP,0.532,,,6106,Magic Gem of Assassin,31.4,95.5,AP,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",451,"49,778",,,57.6,17.8,3.0,90.0,,,,,,,,,,6511,Forbidden Page,66.667,45.0,AP,1.351,0.676,,6524,Great Knight Medal,66.667,45.0,AP,1.202,0.689,,6516,Evil Bone,100.000,30.0,AP,0.620,0.409,,6512,Dragon Fang,100.000,30.0,AP,0.837,0.541,,6522,Fool's Chain,100.000,30.0,AP,0.877,0.520,,,,,,,,,,,,,,,,,,,-1,Blue Gems,66.667,,-2,Red Gems,66.667,,-3,Gold Gems,33.333,,-6,XP,1000.0
Third: Get the Ball,26.17,30,Lotto 3,8,,2.453,1.432,,6527,Deadly Poison Needle,26.3,99.5,AP,0.306,0.187,,6003,Gem of Lancer,11.1,235.8,AP,0.036,,,7003,Lancer Piece,4.16,629.1,AP,0.030,,,7001,Saber Piece,1.38,"1,896.4",AP,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",111,"21,878",,,28.2,6.1,7.8,204.8,,,,,,,,,,6511,Forbidden Page,25.560,102.4,AP,0.594,0.297,,6524,Great Knight Medal,25.560,102.4,AP,0.528,0.303,,6516,Evil Bone,38.340,68.3,AP,0.272,0.180,,6512,Dragon Fang,38.340,68.3,AP,0.368,0.238,,6522,Fool's Chain,38.340,68.3,AP,0.385,0.228,,,,,,,,,,,,,,,,,,,-1,Blue Gems,25.560,,-2,Red Gems,25.560,,-3,Gold Gems,12.780,,-6,XP,383.4
Third: Search the Ball,30.03,35,Lotto 3,8,,2.839,1.652,,6522,Fool's Chain,47.2,63.6,AP,0.413,0.245,,6007,Gem of Berserker,21.7,138.4,AP,0.051,,,7007,Berserker Piece,7.45,403.1,AP,0.048,,,7003,Lancer Piece,4.96,605.4,AP,0.031,,,7006,Assassin Piece,4.96,605.4,AP,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",147,"24,705",,,36.4,7.9,6.0,181.3,,,,,,,,,,6511,Forbidden Page,33.120,90.7,AP,0.671,0.335,,6524,Great Knight Medal,33.120,90.7,AP,0.597,0.342,,6516,Evil Bone,49.680,60.4,AP,0.308,0.203,,6512,Dragon Fang,49.680,60.4,AP,0.415,0.269,,6522,Fool's Chain,49.680,60.4,AP,0.435,0.258,,,,,,,,,,,,,,,,,,,-1,Blue Gems,33.120,,-2,Red Gems,33.120,,-3,Gold Gems,16.560,,-6,XP,496.8
Third: Rolling Road,33.83,40,Lotto 3,8,,3.240,1.898,,6536,Aurora Steel,42.6,79.4,AP,0.567,0.347,,6101,Magic Gem of Saber,19.5,173.5,AP,0.127,,,7101,Saber Monument,7.96,425.0,AP,0.117,,,6001,Gem of Saber,21.5,157.3,AP,0.047,,,7104,Rider Monument,1.19,"2,842.9",AP,0.017,,,7105,Caster Monument,1.19,"2,842.9",AP,0.017,,,7106,Assassin Monument,1.19,"2,842.9",AP,0.017,,,7107,Berserker Monument,0.79,"4,282.3",AP,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",189,"27,236",,,42.6,10.1,4.9,164.5,,,,,,,,,,6511,Forbidden Page,41.133,82.2,AP,0.739,0.370,,6524,Great Knight Medal,41.133,82.2,AP,0.658,0.377,,6516,Evil Bone,61.700,54.8,AP,0.339,0.224,,6512,Dragon Fang,61.700,54.8,AP,0.458,0.296,,6522,Fool's Chain,61.700,54.8,AP,0.480,0.284,,,,,,,,,,,,,,,,,,,-1,Blue Gems,41.133,,-2,Red Gems,41.133,,-3,Gold Gems,20.567,,-6,XP,617.0
Third: The Mushroom,32.94,40,Lotto 3,8,,4.143,2.323,,6539,Reactor Core of Dawn,24.5,134.4,AP,0.687,0.347,,6503,Proof of Hero,55.2,59.7,AP,0.313,0.153,,6207,Secret Gem of Berserker,10.4,316.7,AP,0.236,,,7107,Berserker Monument,8,411.8,AP,0.117,,,6007,Gem of Berserker,24.2,136.1,AP,0.051,,,7104,Rider Monument,1.33,"2,476.7",AP,0.020,,,7105,Caster Monument,1.6,"2,058.8",AP,0.024,,,7106,Assassin Monument,5.6,588.2,AP,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",255,"32,006",,,43.6,12.2,4.2,140.0,,,,,,,,,,6511,Forbidden Page,47.067,70.0,AP,0.869,0.434,,6524,Great Knight Medal,47.067,70.0,AP,0.773,0.443,,6516,Evil Bone,70.600,46.7,AP,0.399,0.263,,6512,Dragon Fang,70.600,46.7,AP,0.538,0.348,,6522,Fool's Chain,70.600,46.7,AP,0.564,0.334,,,,,,,,,,,,,,,,,,,-1,Blue Gems,47.067,,-2,Red Gems,47.067,,-3,Gold Gems,23.533,,-6,XP,706.0
Third: Guardian's Maze,31.45,40,Lotto 3,8,,5.614,3.315,,6517,Heart of the Foreign God,21.7,144.9,AP,1.050,0.653,,6541,Arrowhead of Malice,39.9,78.8,AP,0.579,0.350,,6203,Secret Gem of Lancer,11.2,280.8,AP,0.262,,,7103,Lancer Monument,7.44,422.7,AP,0.113,,,6103,Magic Gem of Lancer,22.2,141.7,AP,0.141,,,6003,Gem of Lancer,22.2,141.7,AP,0.059,,,7101,Saber Monument,7.5,419.3,AP,0.118,,,7104,Rider Monument,7.33,429.1,AP,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",299,"40,598",,,51.0,15.0,3.5,110.4,,,,,,,,,,6511,Forbidden Page,57.000,55.2,AP,1.102,0.551,,6524,Great Knight Medal,57.000,55.2,AP,0.981,0.562,,6516,Evil Bone,85.500,36.8,AP,0.506,0.333,,6512,Dragon Fang,85.500,36.8,AP,0.682,0.442,,6522,Fool's Chain,85.500,36.8,AP,0.715,0.424,,,,,,,,,,,,,,,,,,,-1,Blue Gems,57.000,,-2,Red Gems,57.000,,-3,Gold Gems,28.500,,-6,XP,855.0
Third: Check Final - Hero,30.57,40,Lotto 3,8,,6.684,3.911,,6548,Flaming Oni Lantern Plant,25.6,119.4,AP,1.318,0.805,,6543,Crown of Silvery Light,51.1,59.8,AP,0.846,0.484,,6206,Secret Gem of Assassin,31,98.6,AP,0.746,,,7106,Assassin Monument,27.7,110.4,AP,0.437,,,6006,Gem of Assassin,21.9,139.6,AP,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",369,"46,041",,,56.5,16.5,3.2,97.3,,,,,,,,,,6511,Forbidden Page,62.833,48.7,AP,1.250,0.625,,6524,Great Knight Medal,62.833,48.7,AP,1.112,0.637,,6516,Evil Bone,94.250,32.4,AP,0.573,0.378,,6512,Dragon Fang,94.250,32.4,AP,0.774,0.501,,6522,Fool's Chain,94.250,32.4,AP,0.811,0.481,,,,,,,,,,,,,,,,,,,-1,Blue Gems,62.833,,-2,Red Gems,62.833,,-3,Gold Gems,31.417,,-6,XP,942.5
Third: Check Final - Monarch,29.7,40,Lotto 3,8,,7.500,4.252,,6531,Mysterious Divine Wine,30.9,96.1,AP,1.467,0.721,,6552,Ashes of Forgetfulness,94.2,31.5,AP,0.952,0.584,,6204,Secret Gem of Rider,31.5,94.3,AP,0.776,,,6004,Gem of Rider,32.9,90.3,AP,0.093,,,7102,Archer Monument,10.6,280.2,AP,0.173,,,7104,Rider Monument,14,212.1,AP,0.229,,,7105,Caster Monument,3.06,970.6,AP,0.050,,,7106,Assassin Monument,2.76,"1,076.1",AP,0.045,,,7107,Berserker Monument,2.87,"1,034.8",AP,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",456,"51,764",,,61.9,18.0,2.9,86.5,,,,,,,,,,6511,Forbidden Page,68.633,43.3,AP,1.405,0.703,,6524,Great Knight Medal,68.633,43.3,AP,1.250,0.716,,6516,Evil Bone,102.950,28.8,AP,0.645,0.425,,6512,Dragon Fang,102.950,28.8,AP,0.870,0.563,,6522,Fool's Chain,102.950,28.8,AP,0.912,0.540,,,,,,,,,,,,,,,,,,,-1,Blue Gems,68.633,,-2,Red Gems,68.633,,-3,Gold Gems,34.317,,-6,XP,1029.5
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
