Ilya's Castle,,Fuun Karakury Ilya's Castle,Lotto Drop Bonus:,,4,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Second: Scapegoat RUN,35.59,40,Lotto 2,4,,3.169,1.930,,6528,Primordial Lanugo,29.1,122.3,AP,0.841,0.501,,6514,Homunculus Baby,40.3,88.3,AP,0.514,0.376,,6103,Magic Gem of Lancer,20.5,173.6,AP,0.115,,,7103,Lancer Monument,9.93,358.4,AP,0.133,,,6003,Gem of Lancer,9.27,383.9,AP,0.022,,,7101,Saber Monument,3.97,896.5,AP,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",236,"18,483",,,40.1,12.0,6.8,242.4,,,,,,,,,,6511,Forbidden Page,29.367,121.2,AP,0.502,0.251,,6524,Great Knight Medal,29.367,121.2,AP,0.446,0.256,,6516,Evil Bone,44.050,80.8,AP,0.230,0.152,,6512,Dragon Fang,44.050,80.8,AP,0.311,0.201,,6522,Fool's Chain,44.050,80.8,AP,0.326,0.193,,,,,,,,,,,,,,,,,,,-1,Blue Gems,29.367,,-2,Red Gems,29.367,,-3,Gold Gems,14.683,,-6,XP,440.5
Second: Samurai ZAN,34.59,40,Lotto 2,4,,3.302,1.862,,6510,Eternal Gear,40,86.5,AP,0.513,0.252,,6537,Giant's Ring,38.6,89.6,AP,0.498,0.281,,6107,Magic Gem of Berserker,23.8,145.3,AP,0.151,,,6007,Gem of Berserker,21.5,160.9,AP,0.044,,,7101,Saber Monument,10.3,335.8,AP,0.148,,,7103,Lancer Monument,10.1,342.5,AP,0.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",272,"23,335",,,48.1,15.0,5.6,192.0,,,,,,,,,,6511,Forbidden Page,36.033,96.0,AP,0.633,0.317,,6524,Great Knight Medal,36.033,96.0,AP,0.564,0.323,,6516,Evil Bone,54.050,64.0,AP,0.291,0.192,,6512,Dragon Fang,54.050,64.0,AP,0.392,0.254,,6522,Fool's Chain,54.050,64.0,AP,0.411,0.244,,,,,,,,,,,,,,,,,,,-1,Blue Gems,36.033,,-2,Red Gems,36.033,,-3,Gold Gems,18.017,,-6,XP,540.5
Second: Check Mid - Knight,34.07,40,Lotto 2,4,,4.046,2.378,,6507,Claw of Chaos,31.9,106.8,AP,0.865,0.510,,6534,Mystic Gunpowder,78.3,43.5,AP,0.630,0.388,,6202,Secret Gem of Archer,30.4,112.1,AP,0.637,,,7102,Archer Monument,13.3,256.2,AP,0.189,,,6102,Magic Gem of Archer,10.5,324.5,AP,0.062,,,6002,Gem of Archer,11.7,291.2,AP,0.025,,,7104,Rider Monument,3.51,970.7,AP,0.050,,,7105,Caster Monument,3.65,933.4,AP,0.052,,,7106,Assassin Monument,3.63,938.6,AP,0.051,,,7107,Berserker Monument,3.9,873.6,AP,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",331,"25,992",,,52.6,16.5,5.1,172.4,,,,,,,,,,6511,Forbidden Page,39.533,86.2,AP,0.705,0.353,,6524,Great Knight Medal,39.533,86.2,AP,0.628,0.360,,6516,Evil Bone,59.300,57.5,AP,0.324,0.213,,6512,Dragon Fang,59.300,57.5,AP,0.437,0.283,,6522,Fool's Chain,59.300,57.5,AP,0.458,0.271,,,,,,,,,,,,,,,,,,,-1,Blue Gems,39.533,,-2,Red Gems,39.533,,-3,Gold Gems,19.767,,-6,XP,593.0
Second: Check Mid - Warrior,33.56,40,Lotto 2,4,,5.074,2.841,,6540,Tsukumo Mirror,31.3,107.2,AP,1.428,0.701,,6547,Ball of Rainbow Thread,60.8,55.2,AP,0.833,0.508,,6206,Secret Gem of Assassin,35.8,93.7,AP,0.785,,,7106,Assassin Monument,33.1,101.4,AP,0.475,,,6106,Magic Gem of Assassin,31.4,106.9,AP,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",403,"28,656",,,57.6,17.8,4.7,156.3,,,,,,,,,,6511,Forbidden Page,42.933,78.2,AP,0.778,0.389,,6524,Great Knight Medal,42.933,78.2,AP,0.692,0.397,,6516,Evil Bone,64.400,52.1,AP,0.357,0.235,,6512,Dragon Fang,64.400,52.1,AP,0.482,0.312,,6522,Fool's Chain,64.400,52.1,AP,0.505,0.299,,,,,,,,,,,,,,,,,,,-1,Blue Gems,42.933,,-2,Red Gems,42.933,,-3,Gold Gems,21.467,,-6,XP,644.0
Third: Get the Ball,27.38,30,Lotto 3,4,,1.696,0.993,,6527,Deadly Poison Needle,26.3,104.1,AP,0.292,0.178,,6003,Gem of Lancer,11.1,246.7,AP,0.034,,,7003,Lancer Piece,4.16,658.2,AP,0.028,,,7001,Saber Piece,1.38,"1,984.1",AP,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",106,"14,301",,,28.2,6.1,11.4,313.3,,,,,,,,,,6511,Forbidden Page,17.480,156.6,AP,0.388,0.194,,6524,Great Knight Medal,17.480,156.6,AP,0.345,0.198,,6516,Evil Bone,26.220,104.4,AP,0.178,0.117,,6512,Dragon Fang,26.220,104.4,AP,0.240,0.156,,6522,Fool's Chain,26.220,104.4,AP,0.252,0.149,,,,,,,,,,,,,,,,,,,-1,Blue Gems,17.480,,-2,Red Gems,17.480,,-3,Gold Gems,8.740,,-6,XP,262.2
Third: Search the Ball,31.61,35,Lotto 3,4,,1.967,1.146,,6522,Fool's Chain,47.2,67.0,AP,0.393,0.233,,6007,Gem of Berserker,21.7,145.7,AP,0.048,,,7007,Berserker Piece,7.45,424.3,AP,0.046,,,7003,Lancer Piece,4.96,637.3,AP,0.029,,,7006,Assassin Piece,4.96,637.3,AP,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",139,"16,034",,,36.4,7.9,8.8,279.4,,,,,,,,,,6511,Forbidden Page,22.627,139.7,AP,0.435,0.218,,6524,Great Knight Medal,22.627,139.7,AP,0.387,0.222,,6516,Evil Bone,33.940,93.1,AP,0.200,0.132,,6512,Dragon Fang,33.940,93.1,AP,0.270,0.174,,6522,Fool's Chain,33.940,93.1,AP,0.282,0.167,,,,,,,,,,,,,,,,,,,-1,Blue Gems,22.627,,-2,Red Gems,22.627,,-3,Gold Gems,11.313,,-6,XP,339.4
Third: Rolling Road,35.85,40,Lotto 3,4,,2.232,1.312,,6536,Aurora Steel,42.6,84.2,AP,0.535,0.328,,6101,Magic Gem of Saber,19.5,183.8,AP,0.120,,,7101,Saber Monument,7.96,450.4,AP,0.110,,,6001,Gem of Saber,21.5,166.7,AP,0.044,,,7104,Rider Monument,1.19,"3,012.6",AP,0.016,,,7105,Caster Monument,1.19,"3,012.6",AP,0.016,,,7106,Assassin Monument,1.19,"3,012.6",AP,0.016,,,7107,Berserker Monument,0.79,"4,538.0",AP,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",179,"17,287",,,42.6,10.1,7.2,259.2,,,,,,,,,,6511,Forbidden Page,27.667,129.6,AP,0.469,0.235,,6524,Great Knight Medal,27.667,129.6,AP,0.418,0.239,,6516,Evil Bone,41.500,86.4,AP,0.215,0.142,,6512,Dragon Fang,41.500,86.4,AP,0.291,0.188,,6522,Fool's Chain,41.500,86.4,AP,0.304,0.180,,,,,,,,,,,,,,,,,,,-1,Blue Gems,27.667,,-2,Red Gems,27.667,,-3,Gold Gems,13.833,,-6,XP,415.0
Third: The Mushroom,35.38,40,Lotto 3,4,,2.846,1.576,,6539,Reactor Core of Dawn,24.5,144.4,AP,0.640,0.323,,6503,Proof of Hero,55.2,64.1,AP,0.292,0.143,,6207,Secret Gem of Berserker,10.4,340.2,AP,0.220,,,7107,Berserker Monument,8,442.3,AP,0.109,,,6007,Gem of Berserker,24.2,146.2,AP,0.048,,,7104,Rider Monument,1.33,"2,660.2",AP,0.018,,,7105,Caster Monument,1.6,"2,211.3",AP,0.022,,,7106,Assassin Monument,5.6,631.8,AP,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",237,"19,500",,,43.6,12.2,6.5,229.7,,,,,,,,,,6511,Forbidden Page,30.800,114.9,AP,0.529,0.265,,6524,Great Knight Medal,30.800,114.9,AP,0.471,0.270,,6516,Evil Bone,46.200,76.6,AP,0.243,0.160,,6512,Dragon Fang,46.200,76.6,AP,0.328,0.212,,6522,Fool's Chain,46.200,76.6,AP,0.343,0.204,,,,,,,,,,,,,,,,,,,-1,Blue Gems,30.800,,-2,Red Gems,30.800,,-3,Gold Gems,15.400,,-6,XP,462.0
Third: Guardian's Maze,34.45,40,Lotto 3,4,,3.849,2.286,,6517,Heart of the Foreign God,21.7,158.8,AP,0.959,0.596,,6541,Arrowhead of Malice,39.9,86.3,AP,0.528,0.320,,6203,Secret Gem of Lancer,11.2,307.6,AP,0.239,,,7103,Lancer Monument,7.44,463.0,AP,0.103,,,6103,Magic Gem of Lancer,22.2,155.2,AP,0.129,,,6003,Gem of Lancer,22.2,155.2,AP,0.054,,,7101,Saber Monument,7.5,459.3,AP,0.108,,,7104,Rider Monument,7.33,470.0,AP,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",273,"24,058",,,51.0,15.0,5.4,186.2,,,,,,,,,,6511,Forbidden Page,37.000,93.1,AP,0.653,0.327,,6524,Great Knight Medal,37.000,93.1,AP,0.581,0.333,,6516,Evil Bone,55.500,62.1,AP,0.300,0.198,,6512,Dragon Fang,55.500,62.1,AP,0.404,0.262,,6522,Fool's Chain,55.500,62.1,AP,0.424,0.251,,,,,,,,,,,,,,,,,,,-1,Blue Gems,37.000,,-2,Red Gems,37.000,,-3,Gold Gems,18.500,,-6,XP,555.0
Third: Check Final - Hero,33.87,40,Lotto 3,4,,4.604,2.701,,6548,Flaming Oni Lantern Plant,25.6,132.3,AP,1.190,0.727,,6543,Crown of Silvery Light,51.1,66.3,AP,0.763,0.437,,6206,Secret Gem of Assassin,31,109.3,AP,0.674,,,7106,Assassin Monument,27.7,122.3,AP,0.394,,,6006,Gem of Assassin,21.9,154.7,AP,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",333,"27,005",,,56.5,16.5,4.9,165.9,,,,,,,,,,6511,Forbidden Page,40.833,82.9,AP,0.733,0.366,,6524,Great Knight Medal,40.833,82.9,AP,0.652,0.374,,6516,Evil Bone,61.250,55.3,AP,0.336,0.222,,6512,Dragon Fang,61.250,55.3,AP,0.454,0.294,,6522,Fool's Chain,61.250,55.3,AP,0.476,0.282,,,,,,,,,,,,,,,,,,,-1,Blue Gems,40.833,,-2,Red Gems,40.833,,-3,Gold Gems,20.417,,-6,XP,612.5
Third: Check Final - Monarch,33.3,40,Lotto 3,4,,5.104,2.873,,6531,Mysterious Divine Wine,30.9,107.8,AP,1.308,0.643,,6552,Ashes of Forgetfulness,94.2,35.4,AP,0.849,0.521,,6204,Secret Gem of Rider,31.5,105.7,AP,0.692,,,6004,Gem of Rider,32.9,101.2,AP,0.083,,,7102,Archer Monument,10.6,314.2,AP,0.154,,,7104,Rider Monument,14,237.9,AP,0.204,,,7105,Caster Monument,3.06,"1,088.2",AP,0.045,,,7106,Assassin Monument,2.76,"1,206.5",AP,0.040,,,7107,Berserker Monument,2.87,"1,160.3",AP,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",406,"30,024",,,61.9,18.0,4.5,149.2,,,,,,,,,,6511,Forbidden Page,44.633,74.6,AP,0.815,0.407,,6524,Great Knight Medal,44.633,74.6,AP,0.725,0.416,,6516,Evil Bone,66.950,49.7,AP,0.374,0.247,,6512,Dragon Fang,66.950,49.7,AP,0.505,0.327,,6522,Fool's Chain,66.950,49.7,AP,0.529,0.313,,,,,,,,,,,,,,,,,,,-1,Blue Gems,44.633,,-2,Red Gems,44.633,,-3,Gold Gems,22.317,,-6,XP,669.5
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
