Christmas 2026 w/ Grease,,Christmas Eve in Pohjola: The Dreamer Santa and the Nutcracker,,Lotto Drop Bonus:,,4,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,359.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),QP,Base,Drop,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Letter of Invitation from the Toy Kingdom,,,615,Lotto,4,,,,,6502,Seed of Yggdrasil,54.77,0.0,AP,,0.000,,6101,Magic Gem of Saber,16.9,0.0,AP,,,,6001,Gem of Saber,22.96,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521,Black Beast Grease,,,,,,,6538,Soundless Bell,,,,,,,6536,Aurora Steel,,,,,,,6552,Ash of Remembrance,,,,,,,6530,Mystic Spinal Fluid,,,,,,,6512,Dragon Fang,,,,,,,6502,Seed of Yggdrasil,,,,,,,6101,Magic Gem of Saber,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
