Faerie Knight Cup,,Chaldea Tam Lin Cup,Lotto Drop Bonus:,,,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Second: Beating Up Viciously,40,40,Lotto 2,,,0.641,0.388,,6541,Arrowhead of Malice,56.2,71.2,AP,0.641,0.388,,6107,Magic Gem of Berserker,21.8,183.5,AP,0.120,,,7107,Berserker Monument,17.4,229.9,AP,0.209,,,6007,Gem of Berserker,29.3,136.5,AP,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",210,,,,40.6,11.9,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Second: Shark Radar,40,40,Lotto 2,,,1.217,0.658,,6531,Mysterious Divine Wine,21.4,186.9,AP,0.754,0.371,,6526,Shell of Reminiscense,39.8,100.5,AP,0.463,0.288,,6103,Magic Gem of Lancer,31.4,127.4,AP,0.157,,,7103,Lancer Monument,21.9,182.6,AP,0.262,,,6003,Gem of Lancer,22.7,176.2,AP,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,47.9,14.9,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Second: Tail Hunt,40,40,Lotto 2,,,1.551,0.886,,6525,Scarab of Wisdom,26.06,153.5,AP,0.995,0.582,,6502,Seed of Yggdrasil,63.36,63.1,AP,0.556,0.304,,6204,Secret Gem of Rider,31.6,126.6,AP,0.578,,,7104,Rider Monument,12.1,330.6,AP,0.147,,,6104,Magic Gem of Rider,11,363.6,AP,0.059,,,6004,Gem of Rider,15.1,264.9,AP,0.032,,,7105,Caster Monument,2.66,"1,503.8",AP,0.032,,,7106,Assassin Monument,11.7,341.9,AP,0.141,,,7107,Berserker Monument,2.33,"1,716.7",AP,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,48.3,14.9,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Second: Overwhelming Battle Circuit,40,40,Lotto 2,,,1.628,1.082,,6528,Primordial Lanugo,37,108.1,AP,0.951,0.567,,6513,Meteor Horseshoes,62.3,64.2,AP,0.678,0.515,,6101,Magic Gem of Saber,41,97.6,AP,0.226,,,7101,Saber Monument,22.2,180.2,AP,0.275,,,6001,Gem of Saber,32.6,122.7,AP,0.060,,,7103,Lancer Monument,11,363.6,AP,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",338,,,,54.8,18.3,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: EX Stream,30,30,Lotto 3,,,0.307,0.210,,6535,Eternal Ice,22.5,133.3,AP,0.307,0.210,,6104,Magic Gem of Rider,10.7,280.4,AP,0.077,,,7004,Rider Piece,3.22,931.7,AP,0.020,,,6004,Gem of Rider,10.7,280.4,AP,0.030,,,7001,Saber Piece,2.15,"1,395.3",AP,0.013,,,7006,Assassin Piece,2.15,"1,395.3",AP,0.011,,,7007,Berserker Piece,1.07,"2,803.7",AP,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",97,,,,28.7,6.1,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Sweet Panic,35,35,Lotto 3,,,0.397,0.194,,6515,Octuplet Crystal,30,116.7,AP,0.397,0.194,,6207,Secret Gem of Berserker,13,269.2,AP,0.278,,,7007,Berserker Piece,16.5,212.1,AP,0.091,,,6007,Gem of Berserker,16,218.8,AP,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",126,,,,35.5,7.6,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Eloping,40,40,Lotto 3,,,0.679,0.401,,6543,Crown of Silvery Light,29.7,134.7,AP,0.376,0.215,,6552,Ashes of Forgetfulness,40.4,99.0,AP,0.303,0.186,,6106,Magic Gem of Assassin,40.1,99.8,AP,0.190,,,7106,Assassin Monument,5.35,747.7,AP,0.064,,,7107,Berserker Monument,6.68,598.8,AP,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",160,,,,43.2,10.0,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Gigas-Crusher,40,40,Lotto 3,,,0.989,0.525,,6546,Fruit of Eternity,24.4,163.9,AP,0.562,0.284,,6537,Giant's Ring,38.3,104.4,AP,0.427,0.241,,6203,Secret Gem of Lancer,20.1,199.0,AP,0.370,,,7103,Lancer Monument,8.22,486.6,AP,0.098,,,6103,Magic Gem of Lancer,27,148.1,AP,0.135,,,7107,Berserker Monument,9.74,410.7,AP,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",210,,,,43.7,11.9,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Wyvern Glider,40,40,Lotto 3,,,1.189,0.716,,6506,Dragon's Reverse Scale,21.2,188.7,AP,0.872,0.511,,6512,Dragon Fang,50.6,79.1,AP,0.318,0.205,,6201,Secret Gem of Saber,21.9,182.6,AP,0.379,,,7101,Saber Monument,22.1,181.0,AP,0.274,,,6001,Gem of Saber,34.6,115.6,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,51.2,14.9,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Macho Hunters,40,40,Lotto 3,,,1.640,0.824,,6529,Cursed Beast Gallstone,26.9,148.7,AP,1.056,0.519,,6532,Refined Magatama,52.9,75.6,AP,0.583,0.305,,6207,Secret Gem of Berserker,31.3,127.8,AP,0.585,,,7107,Berserker Monument,9.36,427.4,AP,0.112,,,6107,Magic Gem of Berserker,17.1,233.9,AP,0.094,,,6007,Gem of Berserker,10.8,370.4,AP,0.019,,,7103,Lancer Monument,8.78,455.6,AP,0.105,,,7106,Assassin Monument,8.92,448.4,AP,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,51.7,15.0,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: 3 Option RIKISHI,40,40,Lotto 3,,,1.863,0.979,,6540,Tsukumo Mirror,30.9,129.4,AP,1.183,0.581,,6549,Small Bell of Absolution,93.8,42.6,AP,0.680,0.398,,6202,Secret Gem of Archer,36.6,109.3,AP,0.653,,,7102,Archer Monument,21.9,182.6,AP,0.265,,,6102,Magic Gem of Archer,33.2,120.5,AP,0.166,,,7107,Berserker Monument,10.8,370.4,AP,0.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",338,,,,62.0,18.0,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536,Aurora Steel,,,,,,,6514,Homunculus Baby,,,,,,,6527,Deadly Poison Needle,,,,,,,6503,Proof of Hero,,,,,,,6533,Stake of Wailing Night,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
