Christmas 2025 w/ Crown,,Merry Christmas in the Snowy Fields 2025,,Lotto Drop Bonus:,,12,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Powder: Day 4,28.75,40,915,Lotto,12,,7.911,4.662,,6544,Fragment of a Twinkling Star,22.02,130.6,AP,1.151,0.679,,6543,Crown of Silvery Light,22.85,125.8,AP,0.393,0.228,,6535,Eternal Ice,23.96,120.0,AP,0.340,0.230,,6204,Secret Gem of Rider,20.72,138.8,AP,0.528,,,7104,Rider Monument,23.5,122.3,AP,0.407,,,6104,Magic Gem of Rider,33.02,87.1,AP,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",327,"58,435",,,45.0,15.0,2.7,76.7,,6543,Crown of Silvery Light,75.000,38.3,AP,1.291,0.747,,6526,Shell of Reminiscence,75.000,38.3,AP,1.210,0.666,,6514,Homunculus Baby,75.000,38.3,AP,1.184,0.698,,6534,Mystic Gunpowder,112.500,25.6,AP,1.072,0.659,,6533,Stake of Wailing Night,112.500,25.6,AP,1.068,0.638,,6549,Small Bell of Absolution,19.875,144.7,AP,0.200,0.117,,6005,Gem of Caster,12.000,239.6,AP,0.034,,,,,,,,,,,,-1,Blue Gems,75.000,,-2,Red Gems,75.000,,-3,Gold Gems,37.500,,-6,XP,1125.0
Flake: Day 4,27.61,40,"1,098",Lotto,12,,9.366,5.493,,6542,Egg of Truth,25.77,107.1,AP,1.485,0.874,,6541,Arrowhead of Malice,29.25,94.4,AP,0.483,0.292,,6549,Small Bell of Absolution,46.53,59.3,AP,0.487,0.285,,6205,Secret Gem of Caster,26.39,104.6,AP,0.473,,,7105,Caster Monument,25.9,106.6,AP,0.458,,,6005,Gem of Caster,32.91,83.9,AP,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",409,"67,013",,,49.6,16.5,2.4,66.9,,6543,Crown of Silvery Light,82.600,33.4,AP,1.481,0.857,,6526,Shell of Reminiscence,82.600,33.4,AP,1.388,0.763,,6514,Homunculus Baby,82.600,33.4,AP,1.358,0.801,,6534,Mystic Gunpowder,123.900,22.3,AP,1.230,0.756,,6533,Stake of Wailing Night,123.900,22.3,AP,1.225,0.732,,6549,Small Bell of Absolution,21.889,126.1,AP,0.229,0.134,,6005,Gem of Caster,13.216,208.9,AP,0.039,,,,,,,,,,,,-1,Blue Gems,82.600,,-2,Red Gems,82.600,,-3,Gold Gems,41.300,,-6,XP,1239.0
Powder: Day 5,28.6,40,915,Lotto,12,,7.656,4.410,,6539,Reactor Core of Dawn,28.1,101.8,AP,0.906,0.457,,6538,Soundless Bell,20.13,142.1,AP,0.324,0.193,,6527,Deadly Poison Needle,26.99,106.0,AP,0.287,0.169,,6103,Magic Gem of Lancer,28.1,101.8,AP,0.197,,,7103,Lancer Monument,19.03,150.3,AP,0.318,,,6003,Gem of Lancer,27.21,105.1,AP,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",329,"59,524",,,45.6,15.2,2.6,75.3,,6543,Crown of Silvery Light,76.000,37.6,AP,1.315,0.761,,6526,Shell of Reminiscence,76.000,37.6,AP,1.233,0.678,,6514,Homunculus Baby,76.000,37.6,AP,1.206,0.711,,6534,Mystic Gunpowder,114.000,25.1,AP,1.092,0.671,,6533,Stake of Wailing Night,114.000,25.1,AP,1.088,0.650,,6549,Small Bell of Absolution,20.140,142.0,AP,0.204,0.119,,6005,Gem of Caster,12.160,235.2,AP,0.035,,,,,,,,,,,,-1,Blue Gems,76.000,,-2,Red Gems,76.000,,-3,Gold Gems,38.000,,-6,XP,1140.0
Flake: Day 5,27.57,40,"1,098",Lotto,12,,9.211,5.359,,6531,Mysterious Divine Wine,26.27,104.9,AP,1.351,0.702,,6535,Eternal Ice,29.28,94.2,AP,0.433,0.293,,6551,Ceremonial Sword of Twilight,46.05,59.9,AP,0.484,0.303,,6207,Secret Gem of Berserker,26.85,102.7,AP,0.720,,,7107,Berserker Monument,26.64,103.5,AP,0.468,,,6007,Gem of Berserker,32.98,83.6,AP,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",409,"67,314",,,49.7,16.6,2.4,66.6,,6543,Crown of Silvery Light,82.850,33.3,AP,1.488,0.861,,6526,Shell of Reminiscence,82.850,33.3,AP,1.394,0.767,,6514,Homunculus Baby,82.850,33.3,AP,1.364,0.804,,6534,Mystic Gunpowder,124.275,22.2,AP,1.235,0.759,,6533,Stake of Wailing Night,124.275,22.2,AP,1.231,0.735,,6549,Small Bell of Absolution,21.955,125.6,AP,0.230,0.135,,6005,Gem of Caster,13.256,208.0,AP,0.039,,,,,,,,,,,,-1,Blue Gems,82.850,,-2,Red Gems,82.850,,-3,Gold Gems,41.425,,-6,XP,1242.8
Powder: Day 6,28.71,40,915,Lotto,12,,7.327,4.223,,6532,Refined Magatama,39.01,73.6,AP,0.620,0.323,,6508,Ghost Lantern,24.42,117.6,AP,0.389,0.230,,6503,Proof of Hero,40.55,70.8,AP,0.264,0.129,,6102,Magic Gem of Archer,32.49,88.4,AP,0.226,,,7102,Archer Monument,20.11,142.8,AP,0.345,,,6002,Gem of Archer,27.18,105.6,AP,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",327,"58,711",,,45.2,15.1,2.7,76.3,,6543,Crown of Silvery Light,75.250,38.2,AP,1.297,0.751,,6526,Shell of Reminiscence,75.250,38.2,AP,1.216,0.669,,6514,Homunculus Baby,75.250,38.2,AP,1.190,0.701,,6534,Mystic Gunpowder,112.875,25.4,AP,1.077,0.662,,6533,Stake of Wailing Night,112.875,25.4,AP,1.073,0.641,,6549,Small Bell of Absolution,19.941,144.0,AP,0.201,0.117,,6005,Gem of Caster,12.040,238.5,AP,0.034,,,,,,,,,,,,-1,Blue Gems,75.250,,-2,Red Gems,75.250,,-3,Gold Gems,37.625,,-6,XP,1128.8
Flake: Day 6,27.62,40,"1,098",Lotto,12,,9.242,5.308,,6528,Primordial Lanugo,31.61,87.4,AP,1.190,0.699,,6511,Forbidden Page,30.13,91.7,AP,0.662,0.301,,6530,Mystic Spinal Fluid,46.71,59.1,AP,0.485,0.269,,6106,Magic Gem of Assassin,32.96,83.8,AP,0.227,,,7106,Assassin Monument,25.09,110.1,AP,0.441,,,6006,Gem of Assassin,27.66,99.9,AP,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",408,"66,949",,,49.5,16.5,2.4,66.9,,6543,Crown of Silvery Light,82.550,33.5,AP,1.479,0.856,,6526,Shell of Reminiscence,82.550,33.5,AP,1.387,0.763,,6514,Homunculus Baby,82.550,33.5,AP,1.357,0.800,,6534,Mystic Gunpowder,123.825,22.3,AP,1.228,0.755,,6533,Stake of Wailing Night,123.825,22.3,AP,1.224,0.731,,6549,Small Bell of Absolution,21.876,126.3,AP,0.229,0.134,,6005,Gem of Caster,13.208,209.1,AP,0.039,,,,,,,,,,,,-1,Blue Gems,82.550,,-2,Red Gems,82.550,,-3,Gold Gems,41.275,,-6,XP,1238.3
Powder Dust,28.67,40,915,Lotto,12,,7.577,4.281,,6523,Lamp of Evil-Sealing,25.79,111.2,AP,0.856,0.389,,6527,Deadly Poison Needle,30.68,93.4,AP,0.325,0.192,,6505,Void's Dust,30.55,93.8,AP,0.308,0.140,,6106,Magic Gem of Assassin,26.6,107.8,AP,0.176,,,7106,Assassin Monument,22.39,128.0,AP,0.380,,,6006,Gem of Assassin,28.66,100.0,AP,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",328,"59,028",,,45.3,15.1,2.6,75.9,,6543,Crown of Silvery Light,75.550,37.9,AP,1.304,0.755,,6526,Shell of Reminiscence,75.550,37.9,AP,1.223,0.672,,6514,Homunculus Baby,75.550,37.9,AP,1.196,0.705,,6534,Mystic Gunpowder,113.325,25.3,AP,1.083,0.666,,6533,Stake of Wailing Night,113.325,25.3,AP,1.079,0.644,,6549,Small Bell of Absolution,20.021,143.2,AP,0.202,0.118,,6005,Gem of Caster,12.088,237.2,AP,0.035,,,,,,,,,,,,-1,Blue Gems,75.550,,-2,Red Gems,75.550,,-3,Gold Gems,37.775,,-6,XP,1133.3
Flake Dust,27.63,40,"1,098",Lotto,12,,9.030,5.157,,6520,Tearstone of Blood,30.96,89.2,AP,1.216,0.608,,6510,Eternal Gear,28.68,96.3,AP,0.449,0.222,,6551,Ceremonial Sword of Twilight,44.88,61.6,AP,0.471,0.295,,6107,Magic Gem of Berserker,31.34,88.2,AP,0.250,,,7107,Berserker Monument,25.26,109.4,AP,0.442,,,6007,Gem of Berserker,27.36,101.0,AP,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",408,"66,843",,,49.5,16.5,2.4,67.0,,6543,Crown of Silvery Light,82.450,33.5,AP,1.477,0.855,,6526,Shell of Reminiscence,82.450,33.5,AP,1.385,0.761,,6514,Homunculus Baby,82.450,33.5,AP,1.355,0.798,,6534,Mystic Gunpowder,123.675,22.3,AP,1.226,0.754,,6533,Stake of Wailing Night,123.675,22.3,AP,1.222,0.730,,6549,Small Bell of Absolution,21.849,126.5,AP,0.229,0.134,,6005,Gem of Caster,13.192,209.4,AP,0.039,,,,,,,,,,,,-1,Blue Gems,82.450,,-2,Red Gems,82.450,,-3,Gold Gems,41.225,,-6,XP,1236.8
Diamond Dust,26.48,40,"1,318",Lotto,12,,12.510,7.057,,6542,Egg of Truth,31.19,84.9,AP,1.874,1.103,,6525,Scarab of Wisdom,31.12,85.1,AP,1.800,0.818,,6556,Ether Photon Converger,33.73,78.5,AP,0.588,0.351,,6503,Proof of Hero,54.83,48.3,AP,0.387,0.189,,6205,Secret Gem of Caster,31.24,84.8,AP,0.584,,,6105,Magic Gem of Caster,21.28,124.4,AP,0.142,,,6005,Gem of Caster,11.44,231.5,AP,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",511,"76,218",,,54.1,18.0,2.2,58.8,,6543,Crown of Silvery Light,90.100,29.4,AP,1.684,0.975,,6526,Shell of Reminiscence,90.100,29.4,AP,1.579,0.868,,6514,Homunculus Baby,90.100,29.4,AP,1.545,0.910,,6534,Mystic Gunpowder,135.150,19.6,AP,1.398,0.860,,6533,Stake of Wailing Night,135.150,19.6,AP,1.393,0.832,,6549,Small Bell of Absolution,23.877,110.9,AP,0.261,0.152,,6005,Gem of Caster,14.416,183.7,AP,0.045,,,,,,,,,,,,-1,Blue Gems,90.100,,-2,Red Gems,90.100,,-3,Gold Gems,45.050,,-6,XP,1351.5
Snow Crystal,,,615,Lotto,12,,,,,6549,Small Bell of Absolution,66.15,0.0,AP,,0.000,,6005,Gem of Caster,40.6,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
