Christmas 2025 w/ Horn,,Merry Christmas in the Snowy Fields 2025,,Lotto Drop Bonus:,,8,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Powder: Day 4,31.75,40,915,Lotto,8,,6.342,3.753,,6544,Fragment of a Twinkling Star,22.02,144.2,AP,1.042,0.615,,6543,Crown of Silvery Light,22.85,138.9,AP,0.356,0.206,,6535,Eternal Ice,23.96,132.5,AP,0.308,0.208,,6204,Secret Gem of Rider,20.72,153.2,AP,0.478,,,7104,Rider Monument,23.5,135.1,AP,0.369,,,6104,Magic Gem of Rider,33.02,96.2,AP,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",296,"38,803",,,45.0,15.0,3.6,115.5,,6519,Warhorse's Young Horn,55.000,57.7,AP,1.491,0.879,,6526,Shell of Reminiscence,55.000,57.7,AP,0.804,0.442,,6514,Homunculus Baby,55.000,57.7,AP,0.786,0.464,,6534,Mystic Gunpowder,82.500,38.5,AP,0.712,0.438,,6533,Stake of Wailing Night,82.500,38.5,AP,0.709,0.424,,6549,Small Bell of Absolution,14.575,217.8,AP,0.133,0.078,,6005,Gem of Caster,8.800,360.8,AP,0.023,,,,,,,,,,,,-1,Blue Gems,55.000,,-2,Red Gems,55.000,,-3,Gold Gems,27.500,,-6,XP,825.0
Flake: Day 4,30.91,40,"1,098",Lotto,8,,7.437,4.377,,6542,Egg of Truth,25.77,119.9,AP,1.326,0.781,,6541,Arrowhead of Malice,29.25,105.7,AP,0.432,0.261,,6549,Small Bell of Absolution,46.53,66.4,AP,0.435,0.255,,6205,Secret Gem of Caster,26.39,117.1,AP,0.423,,,7105,Caster Monument,25.9,119.3,AP,0.409,,,6005,Gem of Caster,32.91,93.9,AP,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",365,"43,897",,,49.6,16.5,3.3,102.1,,6519,Warhorse's Young Horn,60.573,51.0,AP,1.687,0.994,,6526,Shell of Reminiscence,60.573,51.0,AP,0.909,0.500,,6514,Homunculus Baby,60.573,51.0,AP,0.890,0.524,,6534,Mystic Gunpowder,90.860,34.0,AP,0.805,0.495,,6533,Stake of Wailing Night,90.860,34.0,AP,0.802,0.479,,6549,Small Bell of Absolution,16.052,192.6,AP,0.150,0.088,,6005,Gem of Caster,9.692,318.9,AP,0.026,,,,,,,,,,,,-1,Blue Gems,60.573,,-2,Red Gems,60.573,,-3,Gold Gems,30.287,,-6,XP,908.6
Powder: Day 5,31.64,40,915,Lotto,8,,6.085,3.510,,6539,Reactor Core of Dawn,28.1,112.6,AP,0.819,0.413,,6538,Soundless Bell,20.13,157.2,AP,0.293,0.175,,6527,Deadly Poison Needle,26.99,117.2,AP,0.259,0.153,,6103,Magic Gem of Lancer,28.1,112.6,AP,0.179,,,7103,Lancer Monument,19.03,166.3,AP,0.287,,,6003,Gem of Lancer,27.21,116.3,AP,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",297,"39,457",,,45.6,15.2,3.6,113.5,,6519,Warhorse's Young Horn,55.733,56.8,AP,1.517,0.894,,6526,Shell of Reminiscence,55.733,56.8,AP,0.817,0.449,,6514,Homunculus Baby,55.733,56.8,AP,0.800,0.471,,6534,Mystic Gunpowder,83.600,37.8,AP,0.724,0.445,,6533,Stake of Wailing Night,83.600,37.8,AP,0.721,0.431,,6549,Small Bell of Absolution,14.769,214.2,AP,0.135,0.079,,6005,Gem of Caster,8.917,354.8,AP,0.023,,,,,,,,,,,,-1,Blue Gems,55.733,,-2,Red Gems,55.733,,-3,Gold Gems,27.867,,-6,XP,836.0
Flake: Day 5,30.89,40,"1,098",Lotto,8,,7.288,4.251,,6531,Mysterious Divine Wine,26.27,117.6,AP,1.206,0.627,,6535,Eternal Ice,29.28,105.5,AP,0.387,0.262,,6551,Ceremonial Sword of Twilight,46.05,67.1,AP,0.432,0.270,,6207,Secret Gem of Berserker,26.85,115.0,AP,0.642,,,7107,Berserker Monument,26.64,116.0,AP,0.417,,,6007,Gem of Berserker,32.98,93.7,AP,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",365,"44,058",,,49.7,16.6,3.3,101.7,,6519,Warhorse's Young Horn,60.757,50.8,AP,1.693,0.998,,6526,Shell of Reminiscence,60.757,50.8,AP,0.913,0.502,,6514,Homunculus Baby,60.757,50.8,AP,0.893,0.526,,6534,Mystic Gunpowder,91.135,33.9,AP,0.808,0.497,,6533,Stake of Wailing Night,91.135,33.9,AP,0.805,0.481,,6549,Small Bell of Absolution,16.101,191.9,AP,0.151,0.088,,6005,Gem of Caster,9.721,317.8,AP,0.026,,,,,,,,,,,,-1,Blue Gems,60.757,,-2,Red Gems,60.757,,-3,Gold Gems,30.378,,-6,XP,911.4
Powder: Day 6,31.72,40,915,Lotto,8,,5.807,3.352,,6532,Refined Magatama,39.01,81.3,AP,0.561,0.293,,6508,Ghost Lantern,24.42,129.9,AP,0.352,0.208,,6503,Proof of Hero,40.55,78.2,AP,0.239,0.116,,6102,Magic Gem of Archer,32.49,97.6,AP,0.205,,,7102,Archer Monument,20.11,157.7,AP,0.312,,,6002,Gem of Archer,27.18,116.7,AP,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",296,"38,969",,,45.2,15.1,3.6,115.0,,6519,Warhorse's Young Horn,55.183,57.5,AP,1.498,0.883,,6526,Shell of Reminiscence,55.183,57.5,AP,0.807,0.444,,6514,Homunculus Baby,55.183,57.5,AP,0.790,0.466,,6534,Mystic Gunpowder,82.775,38.3,AP,0.715,0.440,,6533,Stake of Wailing Night,82.775,38.3,AP,0.712,0.425,,6549,Small Bell of Absolution,14.624,216.9,AP,0.133,0.078,,6005,Gem of Caster,8.829,359.3,AP,0.023,,,,,,,,,,,,-1,Blue Gems,55.183,,-2,Red Gems,55.183,,-3,Gold Gems,27.592,,-6,XP,827.8
Flake: Day 6,30.92,40,"1,098",Lotto,8,,7.328,4.212,,6528,Primordial Lanugo,31.61,97.8,AP,1.063,0.625,,6511,Forbidden Page,30.13,102.6,AP,0.591,0.269,,6530,Mystic Spinal Fluid,46.71,66.2,AP,0.434,0.241,,6106,Magic Gem of Assassin,32.96,93.8,AP,0.203,,,7106,Assassin Monument,25.09,123.2,AP,0.394,,,6006,Gem of Assassin,27.66,111.8,AP,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",365,"43,856",,,49.5,16.5,3.3,102.2,,6519,Warhorse's Young Horn,60.537,51.1,AP,1.686,0.994,,6526,Shell of Reminiscence,60.537,51.1,AP,0.908,0.500,,6514,Homunculus Baby,60.537,51.1,AP,0.889,0.524,,6534,Mystic Gunpowder,90.805,34.1,AP,0.805,0.495,,6533,Stake of Wailing Night,90.805,34.1,AP,0.802,0.479,,6549,Small Bell of Absolution,16.042,192.7,AP,0.150,0.088,,6005,Gem of Caster,9.686,319.2,AP,0.026,,,,,,,,,,,,-1,Blue Gems,60.537,,-2,Red Gems,60.537,,-3,Gold Gems,30.268,,-6,XP,908.1
Powder Dust,31.69,40,915,Lotto,8,,6.026,3.400,,6523,Lamp of Evil-Sealing,25.79,122.9,AP,0.775,0.352,,6527,Deadly Poison Needle,30.68,103.3,AP,0.294,0.173,,6505,Void's Dust,30.55,103.7,AP,0.279,0.127,,6106,Magic Gem of Assassin,26.6,119.1,AP,0.159,,,7106,Assassin Monument,22.39,141.5,AP,0.343,,,6006,Gem of Assassin,28.66,110.6,AP,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",297,"39,162",,,45.3,15.1,3.6,114.4,,6519,Warhorse's Young Horn,55.403,57.2,AP,1.505,0.887,,6526,Shell of Reminiscence,55.403,57.2,AP,0.811,0.446,,6514,Homunculus Baby,55.403,57.2,AP,0.794,0.468,,6534,Mystic Gunpowder,83.105,38.1,AP,0.719,0.442,,6533,Stake of Wailing Night,83.105,38.1,AP,0.716,0.428,,6549,Small Bell of Absolution,14.682,215.8,AP,0.134,0.078,,6005,Gem of Caster,8.865,357.5,AP,0.023,,,,,,,,,,,,-1,Blue Gems,55.403,,-2,Red Gems,55.403,,-3,Gold Gems,27.702,,-6,XP,831.1
Flake Dust,30.93,40,"1,098",Lotto,8,,7.140,4.078,,6520,Tearstone of Blood,30.96,99.9,AP,1.086,0.543,,6510,Eternal Gear,28.68,107.8,AP,0.402,0.199,,6551,Ceremonial Sword of Twilight,44.88,68.9,AP,0.421,0.263,,6107,Magic Gem of Berserker,31.34,98.7,AP,0.223,,,7107,Berserker Monument,25.26,122.4,AP,0.395,,,6007,Gem of Berserker,27.36,113.0,AP,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",365,"43,789",,,49.5,16.5,3.3,102.3,,6519,Warhorse's Young Horn,60.463,51.2,AP,1.683,0.992,,6526,Shell of Reminiscence,60.463,51.2,AP,0.907,0.499,,6514,Homunculus Baby,60.463,51.2,AP,0.887,0.523,,6534,Mystic Gunpowder,90.695,34.1,AP,0.803,0.494,,6533,Stake of Wailing Night,90.695,34.1,AP,0.801,0.478,,6549,Small Bell of Absolution,16.023,193.0,AP,0.150,0.088,,6005,Gem of Caster,9.674,319.7,AP,0.026,,,,,,,,,,,,-1,Blue Gems,60.463,,-2,Red Gems,60.463,,-3,Gold Gems,30.232,,-6,XP,907.0
Diamond Dust,30.09,40,"1,318",Lotto,8,,9.969,5.617,,6542,Egg of Truth,31.19,96.5,AP,1.649,0.970,,6525,Scarab of Wisdom,31.12,96.7,AP,1.584,0.720,,6556,Ether Photon Converger,33.73,89.2,AP,0.518,0.309,,6503,Proof of Hero,54.83,54.9,AP,0.341,0.166,,6205,Secret Gem of Caster,31.24,96.3,AP,0.514,,,6105,Magic Gem of Caster,21.28,141.4,AP,0.125,,,6005,Gem of Caster,11.44,263.0,AP,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",450,"49,187",,,54.1,18.0,3.0,91.1,,6519,Warhorse's Young Horn,66.073,45.5,AP,1.891,1.114,,6526,Shell of Reminiscence,66.073,45.5,AP,1.019,0.560,,6514,Homunculus Baby,66.073,45.5,AP,0.997,0.588,,6534,Mystic Gunpowder,99.110,30.4,AP,0.902,0.555,,6533,Stake of Wailing Night,99.110,30.4,AP,0.899,0.537,,6549,Small Bell of Absolution,17.509,171.9,AP,0.168,0.098,,6005,Gem of Caster,10.572,284.6,AP,0.029,,,,,,,,,,,,-1,Blue Gems,66.073,,-2,Red Gems,66.073,,-3,Gold Gems,33.037,,-6,XP,991.1
Snow Crystal,,,615,Lotto,8,,,,,6549,Small Bell of Absolution,66.15,0.0,AP,,0.000,,6005,Gem of Caster,40.6,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
