Christmas 2025 w/ Crown,,Merry Christmas in the Snowy Fields 2025,,Lotto Drop Bonus:,,6,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Powder: Day 4,33.25,40,915,Lotto,6,,4.756,2.812,,6544,Fragment of a Twinkling Star,22.02,151.0,AP,0.995,0.587,,6543,Crown of Silvery Light,22.85,145.5,AP,0.340,0.197,,6535,Eternal Ice,23.96,138.8,AP,0.294,0.199,,6204,Secret Gem of Rider,20.72,160.5,AP,0.457,,,7104,Rider Monument,23.5,141.5,AP,0.352,,,6104,Magic Gem of Rider,33.02,100.7,AP,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,316",,,45.0,15.0,4.4,147.8,,6543,Crown of Silvery Light,45.000,73.9,AP,0.670,0.388,,6526,Shell of Reminiscence,45.000,73.9,AP,0.628,0.345,,6514,Homunculus Baby,45.000,73.9,AP,0.614,0.362,,6534,Mystic Gunpowder,67.500,49.3,AP,0.556,0.342,,6533,Stake of Wailing Night,67.500,49.3,AP,0.554,0.331,,6549,Small Bell of Absolution,11.925,278.8,AP,0.104,0.061,,6005,Gem of Caster,7.200,461.8,AP,0.018,,,,,,,,,,,,-1,Blue Gems,45.000,,-2,Red Gems,45.000,,-3,Gold Gems,22.500,,-6,XP,675.0
Flake: Day 4,32.57,40,"1,098",Lotto,6,,5.596,3.286,,6542,Egg of Truth,25.77,126.4,AP,1.259,0.741,,6541,Arrowhead of Malice,29.25,111.4,AP,0.410,0.248,,6549,Small Bell of Absolution,46.53,70.0,AP,0.413,0.242,,6205,Secret Gem of Caster,26.39,123.4,AP,0.401,,,7105,Caster Monument,25.9,125.8,AP,0.388,,,6005,Gem of Caster,32.91,99.0,AP,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",346,"34,085",,,49.6,16.5,4.0,131.4,,6543,Crown of Silvery Light,49.560,65.7,AP,0.753,0.436,,6526,Shell of Reminiscence,49.560,65.7,AP,0.706,0.388,,6514,Homunculus Baby,49.560,65.7,AP,0.691,0.407,,6534,Mystic Gunpowder,74.340,43.8,AP,0.625,0.384,,6533,Stake of Wailing Night,74.340,43.8,AP,0.623,0.372,,6549,Small Bell of Absolution,13.133,248.0,AP,0.117,0.068,,6005,Gem of Caster,7.930,410.7,AP,0.020,,,,,,,,,,,,-1,Blue Gems,49.560,,-2,Red Gems,49.560,,-3,Gold Gems,24.780,,-6,XP,743.4
Powder: Day 5,33.16,40,915,Lotto,6,,4.485,2.565,,6539,Reactor Core of Dawn,28.1,118.0,AP,0.781,0.394,,6538,Soundless Bell,20.13,164.7,AP,0.280,0.167,,6527,Deadly Poison Needle,26.99,122.9,AP,0.247,0.146,,6103,Magic Gem of Lancer,28.1,118.0,AP,0.170,,,7103,Lancer Monument,19.03,174.3,AP,0.274,,,6003,Gem of Lancer,27.21,121.9,AP,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,803",,,45.6,15.2,4.4,145.4,,6543,Crown of Silvery Light,45.600,72.7,AP,0.681,0.394,,6526,Shell of Reminiscence,45.600,72.7,AP,0.638,0.351,,6514,Homunculus Baby,45.600,72.7,AP,0.624,0.368,,6534,Mystic Gunpowder,68.400,48.5,AP,0.565,0.347,,6533,Stake of Wailing Night,68.400,48.5,AP,0.563,0.336,,6549,Small Bell of Absolution,12.084,274.4,AP,0.105,0.062,,6005,Gem of Caster,7.296,454.5,AP,0.018,,,,,,,,,,,,-1,Blue Gems,45.600,,-2,Red Gems,45.600,,-3,Gold Gems,22.800,,-6,XP,684.0
Flake: Day 5,32.54,40,"1,098",Lotto,6,,5.451,3.164,,6531,Mysterious Divine Wine,26.27,123.9,AP,1.145,0.595,,6535,Eternal Ice,29.28,111.1,AP,0.367,0.248,,6551,Ceremonial Sword of Twilight,46.05,70.7,AP,0.410,0.257,,6207,Secret Gem of Berserker,26.85,121.2,AP,0.610,,,7107,Berserker Monument,26.64,122.1,AP,0.396,,,6007,Gem of Berserker,32.98,98.7,AP,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",347,"34,220",,,49.7,16.6,4.0,130.9,,6543,Crown of Silvery Light,49.710,65.5,AP,0.756,0.438,,6526,Shell of Reminiscence,49.710,65.5,AP,0.709,0.390,,6514,Homunculus Baby,49.710,65.5,AP,0.694,0.409,,6534,Mystic Gunpowder,74.565,43.6,AP,0.628,0.386,,6533,Stake of Wailing Night,74.565,43.6,AP,0.626,0.374,,6549,Small Bell of Absolution,13.173,247.0,AP,0.117,0.068,,6005,Gem of Caster,7.954,409.1,AP,0.020,,,,,,,,,,,,-1,Blue Gems,49.710,,-2,Red Gems,49.710,,-3,Gold Gems,24.855,,-6,XP,745.7
Powder: Day 6,33.23,40,915,Lotto,6,,4.238,2.425,,6532,Refined Magatama,39.01,85.2,AP,0.535,0.279,,6508,Ghost Lantern,24.42,136.1,AP,0.336,0.198,,6503,Proof of Hero,40.55,81.9,AP,0.228,0.111,,6102,Magic Gem of Archer,32.49,102.3,AP,0.196,,,7102,Archer Monument,20.11,165.2,AP,0.298,,,6002,Gem of Archer,27.18,122.3,AP,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,435",,,45.2,15.1,4.4,147.2,,6543,Crown of Silvery Light,45.150,73.6,AP,0.673,0.389,,6526,Shell of Reminiscence,45.150,73.6,AP,0.630,0.347,,6514,Homunculus Baby,45.150,73.6,AP,0.617,0.364,,6534,Mystic Gunpowder,67.725,49.1,AP,0.558,0.343,,6533,Stake of Wailing Night,67.725,49.1,AP,0.556,0.332,,6549,Small Bell of Absolution,11.965,277.7,AP,0.104,0.061,,6005,Gem of Caster,7.224,460.0,AP,0.018,,,,,,,,,,,,-1,Blue Gems,45.150,,-2,Red Gems,45.150,,-3,Gold Gems,22.575,,-6,XP,677.3
Flake: Day 6,32.57,40,"1,098",Lotto,6,,5.495,3.131,,6528,Primordial Lanugo,31.61,103.0,AP,1.009,0.593,,6511,Forbidden Page,30.13,108.1,AP,0.562,0.255,,6530,Mystic Spinal Fluid,46.71,69.7,AP,0.412,0.228,,6106,Magic Gem of Assassin,32.96,98.8,AP,0.192,,,7106,Assassin Monument,25.09,129.8,AP,0.374,,,6006,Gem of Assassin,27.66,117.8,AP,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",346,"34,064",,,49.5,16.5,4.0,131.5,,6543,Crown of Silvery Light,49.530,65.8,AP,0.753,0.436,,6526,Shell of Reminiscence,49.530,65.8,AP,0.706,0.388,,6514,Homunculus Baby,49.530,65.8,AP,0.690,0.407,,6534,Mystic Gunpowder,74.295,43.8,AP,0.625,0.384,,6533,Stake of Wailing Night,74.295,43.8,AP,0.623,0.372,,6549,Small Bell of Absolution,13.125,248.1,AP,0.116,0.068,,6005,Gem of Caster,7.925,411.0,AP,0.020,,,,,,,,,,,,-1,Blue Gems,49.530,,-2,Red Gems,49.530,,-3,Gold Gems,24.765,,-6,XP,743.0
Powder Dust,33.2,40,915,Lotto,6,,4.440,2.467,,6523,Lamp of Evil-Sealing,25.79,128.7,AP,0.740,0.336,,6527,Deadly Poison Needle,30.68,108.2,AP,0.281,0.166,,6505,Void's Dust,30.55,108.7,AP,0.266,0.121,,6106,Magic Gem of Assassin,26.6,124.8,AP,0.152,,,7106,Assassin Monument,22.39,148.3,AP,0.328,,,6006,Gem of Assassin,28.66,115.8,AP,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",283,"30,584",,,45.3,15.1,4.4,146.5,,6543,Crown of Silvery Light,45.330,73.2,AP,0.676,0.391,,6526,Shell of Reminiscence,45.330,73.2,AP,0.634,0.348,,6514,Homunculus Baby,45.330,73.2,AP,0.620,0.365,,6534,Mystic Gunpowder,67.995,48.8,AP,0.561,0.345,,6533,Stake of Wailing Night,67.995,48.8,AP,0.559,0.334,,6549,Small Bell of Absolution,12.012,276.4,AP,0.105,0.061,,6005,Gem of Caster,7.253,457.8,AP,0.018,,,,,,,,,,,,-1,Blue Gems,45.330,,-2,Red Gems,45.330,,-3,Gold Gems,22.665,,-6,XP,680.0
Flake Dust,32.58,40,"1,098",Lotto,6,,5.319,3.006,,6520,Tearstone of Blood,30.96,105.2,AP,1.031,0.516,,6510,Eternal Gear,28.68,113.6,AP,0.381,0.189,,6551,Ceremonial Sword of Twilight,44.88,72.6,AP,0.399,0.250,,6107,Magic Gem of Berserker,31.34,104.0,AP,0.212,,,7107,Berserker Monument,25.26,129.0,AP,0.375,,,6007,Gem of Berserker,27.36,119.1,AP,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",346,"34,013",,,49.5,16.5,4.0,131.7,,6543,Crown of Silvery Light,49.470,65.9,AP,0.752,0.435,,6526,Shell of Reminiscence,49.470,65.9,AP,0.705,0.387,,6514,Homunculus Baby,49.470,65.9,AP,0.689,0.406,,6534,Mystic Gunpowder,74.205,43.9,AP,0.624,0.384,,6533,Stake of Wailing Night,74.205,43.9,AP,0.622,0.371,,6549,Small Bell of Absolution,13.110,248.5,AP,0.116,0.068,,6005,Gem of Caster,7.915,411.6,AP,0.020,,,,,,,,,,,,-1,Blue Gems,49.470,,-2,Red Gems,49.470,,-3,Gold Gems,24.735,,-6,XP,742.1
Diamond Dust,31.89,40,"1,318",Lotto,6,,7.777,4.333,,6542,Egg of Truth,31.19,102.2,AP,1.556,0.916,,6525,Scarab of Wisdom,31.12,102.5,AP,1.495,0.679,,6556,Ether Photon Converger,33.73,94.5,AP,0.489,0.291,,6503,Proof of Hero,54.83,58.2,AP,0.322,0.157,,6205,Secret Gem of Caster,31.24,102.1,AP,0.485,,,6105,Magic Gem of Caster,21.28,149.9,AP,0.118,,,6005,Gem of Caster,11.44,278.8,AP,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",424,"37,973",,,54.1,18.0,3.7,118.0,,6543,Crown of Silvery Light,54.060,59.0,AP,0.839,0.486,,6526,Shell of Reminiscence,54.060,59.0,AP,0.787,0.433,,6514,Homunculus Baby,54.060,59.0,AP,0.770,0.454,,6534,Mystic Gunpowder,81.090,39.3,AP,0.697,0.428,,6533,Stake of Wailing Night,81.090,39.3,AP,0.694,0.415,,6549,Small Bell of Absolution,14.326,222.6,AP,0.130,0.076,,6005,Gem of Caster,8.650,368.7,AP,0.022,,,,,,,,,,,,-1,Blue Gems,54.060,,-2,Red Gems,54.060,,-3,Gold Gems,27.030,,-6,XP,810.9
Snow Crystal,,,615,Lotto,6,,,,,6549,Small Bell of Absolution,66.15,0.0,AP,,0.000,,6005,Gem of Caster,40.6,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543,Crown of Silvery Light,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
