Christmas 2025 w/ Lanugo,,Merry Christmas in the Snowy Fields 2021,,Lotto Drop Bonus:,,4,,Apple AP Buyback?:,X,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,BP,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Powder: Day 4,34.75,40,915,Lotto 2,4,,4.440,2.743,,6544,Fragment of a Twinkling Star,22.02,157.8,AP,0.951,0.558,,6543,Crown of Silvery Light,22.85,152.1,AP,0.330,0.188,,6535,Eternal Ice,23.96,145.0,AP,0.282,0.193,,6204,Secret Gem of Rider,20.72,167.7,AP,0.438,,,7104,Rider Monument,23.5,147.9,AP,0.333,,,6104,Magic Gem of Rider,33.02,105.2,AP,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",271,"22,561",,,45.0,15.0,5.7,198.6,,6528,Primordial Lanugo,35.000,99.3,AP,1.047,0.620,,6526,Shell of Reminiscense,35.000,99.3,AP,0.467,0.291,,6514,Homunculus Baby,35.000,99.3,AP,0.457,0.335,,6534,Mystic Gunpowder,52.500,66.2,AP,0.414,0.255,,6533,Stake of Wailing Night,52.500,66.2,AP,0.414,0.259,,6549,Small Bell of Absolution,9.275,374.7,AP,0.077,0.045,,6005,Gem of Caster,5.600,620.5,AP,0.013,,,,,,,,,,,,6005,Gem of Caster,5.600,,,,,,-1,Blue Gems,35.000,,-6,XP,525.0
Flake: Day 4,34.22,40,"1,098",Lotto 2,4,,5.206,3.189,,6542,Egg of Truth,25.77,132.8,AP,1.206,0.707,,6541,Arrowhead of Malice,29.25,117.0,AP,0.390,0.236,,6549,Small Bell of Absolution,46.53,73.5,AP,0.393,0.229,,6205,Secret Gem of Caster,26.39,129.7,AP,0.382,,,7105,Caster Monument,25.9,132.1,AP,0.369,,,6005,Gem of Caster,32.91,104.0,AP,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",330,"25,232",,,49.6,16.5,5.2,177.6,,6528,Primordial Lanugo,38.547,88.8,AP,1.171,0.694,,6526,Shell of Reminiscense,38.547,88.8,AP,0.523,0.325,,6514,Homunculus Baby,38.547,88.8,AP,0.511,0.374,,6534,Mystic Gunpowder,57.820,59.2,AP,0.463,0.285,,6533,Stake of Wailing Night,57.820,59.2,AP,0.463,0.289,,6549,Small Bell of Absolution,10.215,335.0,AP,0.086,0.050,,6005,Gem of Caster,6.167,554.8,AP,0.015,,,,,,,,,,,,6005,Gem of Caster,6.167,,,,,,-1,Blue Gems,38.547,,-6,XP,578.2
Powder: Day 5,34.68,40,915,Lotto 3,4,,4.173,2.512,,6539,Reactor Core of Dawn,28.1,123.4,AP,0.747,0.377,,6538,Soundless Bell,20.13,172.3,AP,0.268,0.159,,6527,Deadly Poison Needle,26.99,128.5,AP,0.237,0.145,,6103,Magic Gem of Lancer,28.1,123.4,AP,0.163,,,7103,Lancer Monument,19.03,182.2,AP,0.262,,,6003,Gem of Lancer,27.21,127.5,AP,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",271,"22,908",,,45.6,15.2,5.6,195.6,,6528,Primordial Lanugo,35.467,97.8,AP,1.064,0.630,,6526,Shell of Reminiscense,35.467,97.8,AP,0.475,0.295,,6514,Homunculus Baby,35.467,97.8,AP,0.464,0.340,,6534,Mystic Gunpowder,53.200,65.2,AP,0.420,0.259,,6533,Stake of Wailing Night,53.200,65.2,AP,0.420,0.263,,6549,Small Bell of Absolution,9.399,369.0,AP,0.078,0.046,,6005,Gem of Caster,5.675,611.1,AP,0.013,,,,,,,,,,,,6005,Gem of Caster,5.675,,,,,,-1,Blue Gems,35.467,,-6,XP,532.0
Flake: Day 5,34.2,40,"1,098",Lotto 3,4,,5.053,3.070,,6531,Mysterious Divine Wine,26.27,130.2,AP,1.083,0.560,,6535,Eternal Ice,29.28,116.8,AP,0.350,0.240,,6551,Twilit Ritual Sword,46.05,74.3,AP,0.390,0.245,,6207,Secret Gem of Berserker,26.85,127.4,AP,0.584,,,7107,Berserker Monument,26.64,128.4,AP,0.375,,,6007,Gem of Berserker,32.98,103.7,AP,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",330,"25,323",,,49.7,16.6,5.2,176.9,,6528,Primordial Lanugo,38.663,88.5,AP,1.176,0.696,,6526,Shell of Reminiscense,38.663,88.5,AP,0.525,0.326,,6514,Homunculus Baby,38.663,88.5,AP,0.513,0.376,,6534,Mystic Gunpowder,57.995,59.0,AP,0.465,0.286,,6533,Stake of Wailing Night,57.995,59.0,AP,0.465,0.290,,6549,Small Bell of Absolution,10.246,333.8,AP,0.087,0.051,,6005,Gem of Caster,6.186,552.8,AP,0.015,,,,,,,,,,,,6005,Gem of Caster,6.186,,,,,,-1,Blue Gems,38.663,,-6,XP,580.0
Powder: Day 6,34.73,40,915,Lotto 3,4,,3.923,2.380,,6532,Refined Magatama,39.01,89.0,AP,0.495,0.258,,6508,Ghost Lantern,24.42,142.2,AP,0.321,0.205,,6503,Proof of Hero,40.55,85.6,AP,0.218,0.106,,6102,Magic Gem of Archer,32.49,106.9,AP,0.187,,,7102,Archer Monument,20.11,172.7,AP,0.280,,,6002,Gem of Archer,27.18,127.8,AP,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",271,"22,649",,,45.2,15.1,5.7,197.8,,6528,Primordial Lanugo,35.117,98.9,AP,1.052,0.623,,6526,Shell of Reminiscense,35.117,98.9,AP,0.469,0.292,,6514,Homunculus Baby,35.117,98.9,AP,0.459,0.336,,6534,Mystic Gunpowder,52.675,65.9,AP,0.416,0.256,,6533,Stake of Wailing Night,52.675,65.9,AP,0.416,0.260,,6549,Small Bell of Absolution,9.306,373.2,AP,0.077,0.045,,6005,Gem of Caster,5.619,618.1,AP,0.013,,,,,,,,,,,,6005,Gem of Caster,5.619,,,,,,-1,Blue Gems,35.117,,-6,XP,526.8
Flake: Day 6,34.22,40,"1,098",Lotto 3,4,,5.105,3.071,,6528,Primordial Lanugo,31.61,108.3,AP,0.961,0.569,,6511,Forbidden Page,30.13,113.6,AP,0.537,0.269,,6530,Mystic Spinal Fluid,46.71,73.3,AP,0.392,0.217,,6106,Magic Gem of Assassin,32.96,103.8,AP,0.183,,,7106,Assassin Monument,25.09,136.4,AP,0.354,,,6006,Gem of Assassin,27.66,123.7,AP,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",330,"25,217",,,49.5,16.5,5.2,177.7,,6528,Primordial Lanugo,38.523,88.8,AP,1.171,0.693,,6526,Shell of Reminiscense,38.523,88.8,AP,0.522,0.325,,6514,Homunculus Baby,38.523,88.8,AP,0.511,0.374,,6534,Mystic Gunpowder,57.785,59.2,AP,0.463,0.285,,6533,Stake of Wailing Night,57.785,59.2,AP,0.463,0.289,,6549,Small Bell of Absolution,10.209,335.2,AP,0.086,0.050,,6005,Gem of Caster,6.164,555.2,AP,0.015,,,,,,,,,,,,6005,Gem of Caster,6.164,,,,,,-1,Blue Gems,38.523,,-6,XP,577.9
Powder Dust,34.71,40,915,Lotto 4,4,,4.134,2.515,,6523,Lamp of Evil-Sealing,25.79,134.6,AP,0.709,0.406,,6527,Deadly Poison Needle,30.68,113.1,AP,0.269,0.164,,6505,Void's Dust,30.55,113.6,AP,0.255,0.126,,6106,Magic Gem of Assassin,26.6,130.5,AP,0.146,,,7106,Assassin Monument,22.39,155.0,AP,0.312,,,6006,Gem of Assassin,28.66,121.1,AP,0.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",271,"22,753",,,45.3,15.1,5.7,196.9,,6528,Primordial Lanugo,35.257,98.4,AP,1.056,0.626,,6526,Shell of Reminiscense,35.257,98.4,AP,0.471,0.293,,6514,Homunculus Baby,35.257,98.4,AP,0.461,0.338,,6534,Mystic Gunpowder,52.885,65.6,AP,0.417,0.257,,6533,Stake of Wailing Night,52.885,65.6,AP,0.417,0.261,,6549,Small Bell of Absolution,9.343,371.5,AP,0.078,0.045,,6005,Gem of Caster,5.641,615.3,AP,0.013,,,,,,,,,,,,6005,Gem of Caster,5.641,,,,,,-1,Blue Gems,35.257,,-6,XP,528.9
Flake Dust,34.23,40,"1,098",Lotto 4,4,,4.952,2.930,,6520,Tearstone of Blood,30.96,110.6,AP,0.996,0.498,,6510,Eternal Gear,28.68,119.4,AP,0.365,0.180,,6551,Twilit Ritual Sword,44.88,76.3,AP,0.380,0.239,,6107,Magic Gem of Berserker,31.34,109.2,AP,0.201,,,7107,Berserker Monument,25.26,135.5,AP,0.355,,,6007,Gem of Berserker,27.36,125.1,AP,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",330,"25,179",,,49.5,16.5,5.2,177.9,,6528,Primordial Lanugo,38.477,89.0,AP,1.169,0.692,,6526,Shell of Reminiscense,38.477,89.0,AP,0.522,0.324,,6514,Homunculus Baby,38.477,89.0,AP,0.510,0.374,,6534,Mystic Gunpowder,57.715,59.3,AP,0.462,0.284,,6533,Stake of Wailing Night,57.715,59.3,AP,0.462,0.289,,6549,Small Bell of Absolution,10.196,335.7,AP,0.086,0.050,,6005,Gem of Caster,6.156,556.0,AP,0.015,,,,,,,,,,,,6005,Gem of Caster,6.156,,,,,,-1,Blue Gems,38.477,,-6,XP,577.2
Diamond Dust,33.69,40,"1,318",Lotto 4,4,,7.226,4.376,,6542,Egg of Truth,31.19,108.0,AP,1.482,0.869,,6525,Scarab of Wisdom,31.12,108.3,AP,1.415,0.831,,6556,Ether Photon Converger,33.73,99.9,AP,0.460,0.292,,6503,Proof of Hero,54.83,61.4,AP,0.304,0.148,,6205,Secret Gem of Caster,31.24,107.8,AP,0.459,,,6105,Magic Gem of Caster,21.28,158.3,AP,0.112,,,6005,Gem of Caster,11.44,294.5,AP,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",402,"27,956",,,54.1,18.0,4.8,160.3,,6528,Primordial Lanugo,42.047,80.1,AP,1.298,0.769,,6526,Shell of Reminiscense,42.047,80.1,AP,0.579,0.360,,6514,Homunculus Baby,42.047,80.1,AP,0.567,0.415,,6534,Mystic Gunpowder,63.070,53.4,AP,0.513,0.316,,6533,Stake of Wailing Night,63.070,53.4,AP,0.513,0.320,,6549,Small Bell of Absolution,11.142,302.4,AP,0.096,0.056,,6005,Gem of Caster,6.727,500.8,AP,0.016,,,,,,,,,,,,6005,Gem of Caster,6.727,,,,,,-1,Blue Gems,42.047,,-6,XP,630.7
Snow Crystal,,,615,Lotto,4,,,,,6549,Small Bell of Absolution,66.15,0.0,AP,,0.000,,6005,Gem of Caster,40.6,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,Primordial Lanugo,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
