Ilya's Castle,,Fuun Karakury Ilya's Castle,Lotto Drop Bonus:,,,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Second: Scapegoat RUN,40,40,Lotto 2,,,1.205,0.781,,6528,Primordial Lanugo,29.1,137.5,AP,0.748,0.446,,6514,Homunculus Baby,40.3,99.3,AP,0.457,0.335,,6103,Magic Gem of Lancer,20.5,195.1,AP,0.103,,,7103,Lancer Monument,9.93,402.8,AP,0.119,,,6003,Gem of Lancer,9.27,431.5,AP,0.019,,,7101,Saber Monument,3.97,"1,007.6",AP,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",210,,,,40.1,12.0,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Second: Samurai ZAN,40,40,Lotto 2,,,0.874,0.461,,6510,Eternal Gear,40,100.0,AP,0.444,0.218,,6537,Giant's Ring,38.6,103.6,AP,0.430,0.243,,6107,Magic Gem of Berserker,23.8,168.1,AP,0.131,,,6007,Gem of Berserker,21.5,186.0,AP,0.038,,,7101,Saber Monument,10.3,388.3,AP,0.128,,,7103,Lancer Monument,10.1,396.0,AP,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,48.1,15.0,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Second: Check Mid - Knight,40,40,Lotto 2,,,1.273,0.765,,6507,Claw of Chaos,31.9,125.4,AP,0.737,0.435,,6534,Mystic Gunpowder,78.3,51.1,AP,0.536,0.331,,6202,Secret Gem of Archer,30.4,131.6,AP,0.543,,,7102,Archer Monument,13.3,300.8,AP,0.161,,,6102,Magic Gem of Archer,10.5,381.0,AP,0.053,,,6002,Gem of Archer,11.7,341.9,AP,0.021,,,7104,Rider Monument,3.51,"1,139.6",AP,0.043,,,7105,Caster Monument,3.65,"1,095.9",AP,0.045,,,7106,Assassin Monument,3.63,"1,101.9",AP,0.044,,,7107,Berserker Monument,3.9,"1,025.6",AP,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,52.6,16.5,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Second: Check Mid - Warrior,40,40,Lotto 2,,,1.897,1.015,,6540,Tsukumo Mirror,31.3,127.8,AP,1.198,0.589,,6547,Ball of Rainbow Thread,60.8,65.8,AP,0.699,0.426,,6206,Secret Gem of Assassin,35.8,111.7,AP,0.659,,,7106,Assassin Monument,33.1,120.8,AP,0.399,,,6106,Magic Gem of Assassin,31.4,127.4,AP,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",338,,,,57.6,17.8,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Get the Ball,30,30,Lotto 3,,,0.267,0.163,,6527,Deadly Poison Needle,26.3,114.1,AP,0.267,0.163,,6003,Gem of Lancer,11.1,270.3,AP,0.031,,,7003,Lancer Piece,4.16,721.2,AP,0.026,,,7001,Saber Piece,1.38,"2,173.9",AP,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",97,,,,28.2,6.1,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Search the Ball,35,35,Lotto 3,,,0.355,0.210,,6522,Fool's Chain,47.2,74.2,AP,0.355,0.210,,6007,Gem of Berserker,21.7,161.3,AP,0.043,,,7007,Berserker Piece,7.45,469.8,AP,0.041,,,7003,Lancer Piece,4.96,705.6,AP,0.026,,,7006,Assassin Piece,4.96,705.6,AP,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",126,,,,36.4,7.9,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Rolling Road,40,40,Lotto 3,,,0.479,0.294,,6536,Aurora Steel,42.6,93.9,AP,0.479,0.294,,6101,Magic Gem of Saber,19.5,205.1,AP,0.107,,,7101,Saber Monument,7.96,502.5,AP,0.099,,,6001,Gem of Saber,21.5,186.0,AP,0.040,,,7104,Rider Monument,1.19,"3,361.3",AP,0.014,,,7105,Caster Monument,1.19,"3,361.3",AP,0.015,,,7106,Assassin Monument,1.19,"3,361.3",AP,0.014,,,7107,Berserker Monument,0.79,"5,063.3",AP,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",160,,,,42.6,10.1,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: The Mushroom,40,40,Lotto 3,,,0.824,0.412,,6539,Reactor Core of Dawn,24.5,163.3,AP,0.566,0.286,,6503,Proof of Hero,55.2,72.5,AP,0.258,0.126,,6207,Secret Gem of Berserker,10.4,384.6,AP,0.194,,,7107,Berserker Monument,8,500.0,AP,0.096,,,6007,Gem of Berserker,24.2,165.3,AP,0.042,,,7104,Rider Monument,1.33,"3,007.5",AP,0.016,,,7105,Caster Monument,1.6,"2,500.0",AP,0.020,,,7106,Assassin Monument,5.6,714.3,AP,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",210,,,,43.6,12.2,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Guardian's Maze,40,40,Lotto 3,,,1.281,0.789,,6517,Heart of the Foreign God,21.7,184.3,AP,0.826,0.513,,6541,Arrowhead of Malice,39.9,100.3,AP,0.455,0.275,,6203,Secret Gem of Lancer,11.2,357.1,AP,0.206,,,7103,Lancer Monument,7.44,537.6,AP,0.089,,,6103,Magic Gem of Lancer,22.2,180.2,AP,0.111,,,6003,Gem of Lancer,22.2,180.2,AP,0.047,,,7101,Saber Monument,7.5,533.3,AP,0.093,,,7104,Rider Monument,7.33,545.7,AP,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,51.0,15.0,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Check Final - Hero,40,40,Lotto 3,,,1.654,0.985,,6548,Flaming Oni Lantern Plant,25.6,156.3,AP,1.007,0.615,,6543,Crown of Silvery Light,51.1,78.3,AP,0.646,0.370,,6206,Secret Gem of Assassin,31,129.0,AP,0.570,,,7106,Assassin Monument,27.7,144.4,AP,0.334,,,6006,Gem of Assassin,21.9,182.6,AP,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,56.5,16.5,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Third: Check Final - Monarch,40,40,Lotto 3,,,1.796,0.969,,6531,Mysterious Divine Wine,30.9,129.4,AP,1.089,0.535,,6552,Ashes of Forgetfulness,94.2,42.5,AP,0.707,0.434,,6204,Secret Gem of Rider,31.5,127.0,AP,0.576,,,6004,Gem of Rider,32.9,121.6,AP,0.069,,,7102,Archer Monument,10.6,377.4,AP,0.128,,,7104,Rider Monument,14,285.7,AP,0.170,,,7105,Caster Monument,3.06,"1,307.2",AP,0.037,,,7106,Assassin Monument,2.76,"1,449.3",AP,0.033,,,7107,Berserker Monument,2.87,"1,393.7",AP,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",338,,,,61.9,18.0,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
