Ilya's Castle,,Fuun Karakury Ilya's Castle,Lotto Drop Bonus:,,12,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Second: Scapegoat RUN,30.79,40,Lotto 2,12,,5.949,3.556,,6528,Primordial Lanugo,29.1,105.8,AP,0.972,0.579,,6514,Homunculus Baby,40.3,76.4,AP,0.594,0.435,,6103,Magic Gem of Lancer,20.5,150.2,AP,0.133,,,7103,Lancer Monument,9.93,310.1,AP,0.154,,,6003,Gem of Lancer,9.27,332.1,AP,0.025,,,7101,Saber Monument,3.97,775.6,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",273,"44,645",,,40.1,12.0,3.3,100.3,,,,,,,,,,6511,Forbidden Page,61.367,50.2,AP,1.212,0.606,,6524,Great Knight Medal,61.367,50.2,AP,1.078,0.618,,6516,Evil Bone,92.050,33.4,AP,0.556,0.367,,6512,Dragon Fang,92.050,33.4,AP,0.750,0.486,,6522,Fool's Chain,92.050,33.4,AP,0.786,0.466,,,,,,,,,,,,,,,,,,,-1,Blue Gems,61.367,,-2,Red Gems,61.367,,-3,Gold Gems,30.683,,-6,XP,920.5
Second: Samurai ZAN,28.59,40,Lotto 2,12,,7.071,4.037,,6510,Eternal Gear,40,71.5,AP,0.621,0.305,,6537,Giant's Ring,38.6,74.1,AP,0.602,0.340,,6107,Magic Gem of Berserker,23.8,120.1,AP,0.183,,,6007,Gem of Berserker,21.5,133.0,AP,0.053,,,7101,Saber Monument,10.3,277.6,AP,0.179,,,7103,Lancer Monument,10.1,283.1,AP,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",329,"59,571",,,48.1,15.0,2.6,75.2,,,,,,,,,,6511,Forbidden Page,76.033,37.6,AP,1.617,0.808,,6524,Great Knight Medal,76.033,37.6,AP,1.439,0.824,,6516,Evil Bone,114.050,25.1,AP,0.742,0.489,,6512,Dragon Fang,114.050,25.1,AP,1.001,0.648,,6522,Fool's Chain,114.050,25.1,AP,1.049,0.622,,,,,,,,,,,,,,,,,,,-1,Blue Gems,76.033,,-2,Red Gems,76.033,,-3,Gold Gems,38.017,,-6,XP,1140.5
Second: Check Mid - Knight,27.47,40,Lotto 2,12,,8.541,4.993,,6507,Claw of Chaos,31.9,86.1,AP,1.073,0.633,,6534,Mystic Gunpowder,78.3,35.1,AP,0.781,0.481,,6202,Secret Gem of Archer,30.4,90.4,AP,0.790,,,7102,Archer Monument,13.3,206.5,AP,0.234,,,6102,Magic Gem of Archer,10.5,261.6,AP,0.076,,,6002,Gem of Archer,11.7,234.8,AP,0.031,,,7104,Rider Monument,3.51,782.6,AP,0.062,,,7105,Caster Monument,3.65,752.6,AP,0.065,,,7106,Assassin Monument,3.63,756.7,AP,0.064,,,7107,Berserker Monument,3.9,704.4,AP,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",411,"68,116",,,52.6,16.5,2.4,65.8,,,,,,,,,,6511,Forbidden Page,83.533,32.9,AP,1.849,0.924,,6524,Great Knight Medal,83.533,32.9,AP,1.645,0.943,,6516,Evil Bone,125.300,21.9,AP,0.848,0.560,,6512,Dragon Fang,125.300,21.9,AP,1.145,0.741,,6522,Fool's Chain,125.300,21.9,AP,1.200,0.711,,,,,,,,,,,,,,,,,,,-1,Blue Gems,83.533,,-2,Red Gems,83.533,,-3,Gold Gems,41.767,,-6,XP,1253.0
Second: Check Mid - Warrior,26.44,40,Lotto 2,12,,10.389,5.896,,6540,Tsukumo Mirror,31.3,84.5,AP,1.812,0.890,,6547,Ball of Rainbow Thread,60.8,43.5,AP,1.058,0.645,,6206,Secret Gem of Assassin,35.8,73.9,AP,0.997,,,7106,Assassin Monument,33.1,79.9,AP,0.603,,,6106,Magic Gem of Assassin,31.4,84.2,AP,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",512,"76,587",,,57.6,17.8,2.2,58.5,,,,,,,,,,6511,Forbidden Page,90.400,29.2,AP,2.079,1.039,,6524,Great Knight Medal,90.400,29.2,AP,1.850,1.060,,6516,Evil Bone,135.600,19.5,AP,0.954,0.629,,6512,Dragon Fang,135.600,19.5,AP,1.287,0.833,,6522,Fool's Chain,135.600,19.5,AP,1.349,0.799,,,,,,,,,,,,,,,,,,,-1,Blue Gems,90.400,,-2,Red Gems,90.400,,-3,Gold Gems,45.200,,-6,XP,1356.0
Third: Get the Ball,24.95,30,Lotto 3,12,,3.285,1.915,,6527,Deadly Poison Needle,26.3,94.9,AP,0.320,0.196,,6003,Gem of Lancer,11.1,224.8,AP,0.037,,,7003,Lancer Piece,4.16,599.8,AP,0.031,,,7001,Saber Piece,1.38,"1,808.0",AP,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",116,"30,202",,,28.2,6.1,5.9,148.3,,,,,,,,,,6511,Forbidden Page,33.640,74.2,AP,0.820,0.410,,6524,Great Knight Medal,33.640,74.2,AP,0.729,0.418,,6516,Evil Bone,50.460,49.4,AP,0.376,0.248,,6512,Dragon Fang,50.460,49.4,AP,0.508,0.328,,6522,Fool's Chain,50.460,49.4,AP,0.532,0.315,,,,,,,,,,,,,,,,,,,-1,Blue Gems,33.640,,-2,Red Gems,33.640,,-3,Gold Gems,16.820,,-6,XP,504.6
Third: Search the Ball,28.46,35,Lotto 3,12,,3.806,2.213,,6522,Fool's Chain,47.2,60.3,AP,0.436,0.259,,6007,Gem of Berserker,21.7,131.2,AP,0.053,,,7007,Berserker Piece,7.45,382.0,AP,0.051,,,7003,Lancer Piece,4.96,573.8,AP,0.032,,,7006,Assassin Piece,4.96,573.8,AP,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",155,"34,327",,,36.4,7.9,4.6,130.5,,,,,,,,,,6511,Forbidden Page,43.613,65.3,AP,0.932,0.466,,6524,Great Knight Medal,43.613,65.3,AP,0.829,0.475,,6516,Evil Bone,65.420,43.5,AP,0.428,0.282,,6512,Dragon Fang,65.420,43.5,AP,0.577,0.373,,6522,Fool's Chain,65.420,43.5,AP,0.605,0.358,,,,,,,,,,,,,,,,,,,-1,Blue Gems,43.613,,-2,Red Gems,43.613,,-3,Gold Gems,21.807,,-6,XP,654.2
Third: Rolling Road,31.81,40,Lotto 3,12,,4.377,2.559,,6536,Aurora Steel,42.6,74.7,AP,0.603,0.369,,6101,Magic Gem of Saber,19.5,163.1,AP,0.135,,,7101,Saber Monument,7.96,399.6,AP,0.124,,,6001,Gem of Saber,21.5,148.0,AP,0.050,,,7104,Rider Monument,1.19,"2,673.1",AP,0.018,,,7105,Caster Monument,1.19,"2,673.1",AP,0.018,,,7106,Assassin Monument,1.19,"2,673.1",AP,0.018,,,7107,Berserker Monument,0.79,"4,026.6",AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",201,"38,448",,,42.6,10.1,3.7,116.5,,,,,,,,,,6511,Forbidden Page,54.600,58.3,AP,1.044,0.522,,6524,Great Knight Medal,54.600,58.3,AP,0.929,0.532,,6516,Evil Bone,81.900,38.8,AP,0.479,0.316,,6512,Dragon Fang,81.900,38.8,AP,0.646,0.418,,6522,Fool's Chain,81.900,38.8,AP,0.677,0.401,,,,,,,,,,,,,,,,,,,-1,Blue Gems,54.600,,-2,Red Gems,54.600,,-3,Gold Gems,27.300,,-6,XP,819.0
Third: The Mushroom,30.5,40,Lotto 3,12,,5.647,3.189,,6539,Reactor Core of Dawn,24.5,124.5,AP,0.742,0.375,,6503,Proof of Hero,55.2,55.3,AP,0.338,0.166,,6207,Secret Gem of Berserker,10.4,293.3,AP,0.255,,,7107,Berserker Monument,8,381.3,AP,0.126,,,6007,Gem of Berserker,24.2,126.0,AP,0.056,,,7104,Rider Monument,1.33,"2,293.2",AP,0.021,,,7105,Caster Monument,1.6,"1,906.3",AP,0.026,,,7106,Assassin Monument,5.6,544.6,AP,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",275,"46,514",,,43.6,12.2,3.2,96.3,,,,,,,,,,6511,Forbidden Page,63.333,48.2,AP,1.263,0.631,,6524,Great Knight Medal,63.333,48.2,AP,1.123,0.644,,6516,Evil Bone,95.000,32.1,AP,0.579,0.382,,6512,Dragon Fang,95.000,32.1,AP,0.782,0.506,,6522,Fool's Chain,95.000,32.1,AP,0.819,0.486,,,,,,,,,,,,,,,,,,,-1,Blue Gems,63.333,,-2,Red Gems,63.333,,-3,Gold Gems,31.667,,-6,XP,950.0
Third: Guardian's Maze,28.45,40,Lotto 3,12,,7.752,4.561,,6517,Heart of the Foreign God,21.7,131.1,AP,1.161,0.722,,6541,Arrowhead of Malice,39.9,71.3,AP,0.640,0.387,,6203,Secret Gem of Lancer,11.2,254.0,AP,0.290,,,7103,Lancer Monument,7.44,382.4,AP,0.125,,,6103,Magic Gem of Lancer,22.2,128.2,AP,0.156,,,6003,Gem of Lancer,22.2,128.2,AP,0.066,,,7101,Saber Monument,7.5,379.3,AP,0.131,,,7104,Rider Monument,7.33,388.1,AP,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",330,"60,626",,,51.0,15.0,2.6,73.9,,,,,,,,,,6511,Forbidden Page,77.000,36.9,AP,1.646,0.823,,6524,Great Knight Medal,77.000,36.9,AP,1.464,0.839,,6516,Evil Bone,115.500,24.6,AP,0.755,0.498,,6512,Dragon Fang,115.500,24.6,AP,1.019,0.659,,6522,Fool's Chain,115.500,24.6,AP,1.068,0.633,,,,,,,,,,,,,,,,,,,-1,Blue Gems,77.000,,-2,Red Gems,77.000,,-3,Gold Gems,38.500,,-6,XP,1155.0
Third: Check Final - Hero,27.27,40,Lotto 3,12,,9.267,5.413,,6548,Flaming Oni Lantern Plant,25.6,106.5,AP,1.478,0.903,,6543,Crown of Silvery Light,51.1,53.4,AP,0.948,0.543,,6206,Secret Gem of Assassin,31,88.0,AP,0.837,,,7106,Assassin Monument,27.7,98.4,AP,0.490,,,6006,Gem of Assassin,21.9,124.5,AP,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",414,"69,683",,,56.5,16.5,2.4,64.3,,,,,,,,,,6511,Forbidden Page,84.833,32.1,AP,1.891,0.946,,6524,Great Knight Medal,84.833,32.1,AP,1.683,0.964,,6516,Evil Bone,127.250,21.4,AP,0.868,0.572,,6512,Dragon Fang,127.250,21.4,AP,1.171,0.758,,6522,Fool's Chain,127.250,21.4,AP,1.227,0.727,,,,,,,,,,,,,,,,,,,-1,Blue Gems,84.833,,-2,Red Gems,84.833,,-3,Gold Gems,42.417,,-6,XP,1272.5
Third: Check Final - Monarch,26.1,40,Lotto 3,12,,10.557,6.011,,6531,Mysterious Divine Wine,30.9,84.5,AP,1.669,0.820,,6552,Ashes of Forgetfulness,94.2,27.7,AP,1.083,0.664,,6204,Secret Gem of Rider,31.5,82.9,AP,0.883,,,6004,Gem of Rider,32.9,79.3,AP,0.106,,,7102,Archer Monument,10.6,246.2,AP,0.197,,,7104,Rider Monument,14,186.4,AP,0.261,,,7105,Caster Monument,3.06,852.9,AP,0.057,,,7106,Assassin Monument,2.76,945.7,AP,0.051,,,7107,Berserker Monument,2.87,909.4,AP,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",519,"79,501",,,61.9,18.0,2.2,56.4,,,,,,,,,,6511,Forbidden Page,92.633,28.2,AP,2.158,1.079,,6524,Great Knight Medal,92.633,28.2,AP,1.920,1.100,,6516,Evil Bone,138.950,18.8,AP,0.990,0.653,,6512,Dragon Fang,138.950,18.8,AP,1.336,0.865,,6522,Fool's Chain,138.950,18.8,AP,1.400,0.830,,,,,,,,,,,,,,,,,,,-1,Blue Gems,92.633,,-2,Red Gems,92.633,,-3,Gold Gems,46.317,,-6,XP,1389.5
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
