Ilya's Castle,,Fuun Karakury Ilya's Castle,Lotto Drop Bonus:,,10,,Apple AP Buyback?:,X,,,Event Run Caps:,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Type,Lotto,White ,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Second: Scapegoat RUN,31.99,40,Lotto 2,10,,5.176,3.104,,6528,Primordial Lanugo,29.1,109.9,AP,0.935,0.557,,6514,Homunculus Baby,40.3,79.4,AP,0.572,0.419,,6103,Magic Gem of Lancer,20.5,156.0,AP,0.128,,,7103,Lancer Monument,9.93,322.2,AP,0.148,,,6003,Gem of Lancer,9.27,345.1,AP,0.024,,,7101,Saber Monument,3.97,805.8,AP,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",263,"37,368",,,40.1,12.0,3.7,119.9,,,,,,,,,,6511,Forbidden Page,53.367,59.9,AP,1.014,0.507,,6524,Great Knight Medal,53.367,59.9,AP,0.903,0.517,,6516,Evil Bone,80.050,40.0,AP,0.465,0.307,,6512,Dragon Fang,80.050,40.0,AP,0.628,0.406,,6522,Fool's Chain,80.050,40.0,AP,0.658,0.390,,,,,,,,,,,,,,,,,,,-1,Blue Gems,53.367,,-2,Red Gems,53.367,,-3,Gold Gems,26.683,,-6,XP,800.5
Second: Samurai ZAN,30.09,40,Lotto 2,10,,5.988,3.412,,6510,Eternal Gear,40,75.2,AP,0.590,0.290,,6537,Giant's Ring,38.6,78.0,AP,0.572,0.323,,6107,Magic Gem of Berserker,23.8,126.4,AP,0.174,,,6007,Gem of Berserker,21.5,140.0,AP,0.050,,,7101,Saber Monument,10.3,292.1,AP,0.170,,,7103,Lancer Monument,10.1,297.9,AP,0.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",312,"49,157",,,48.1,15.0,3.0,91.1,,,,,,,,,,6511,Forbidden Page,66.033,45.6,AP,1.334,0.667,,6524,Great Knight Medal,66.033,45.6,AP,1.187,0.680,,6516,Evil Bone,99.050,30.4,AP,0.612,0.404,,6512,Dragon Fang,99.050,30.4,AP,0.826,0.535,,6522,Fool's Chain,99.050,30.4,AP,0.866,0.513,,,,,,,,,,,,,,,,,,,-1,Blue Gems,66.033,,-2,Red Gems,66.033,,-3,Gold Gems,33.017,,-6,XP,990.5
Second: Check Mid - Knight,29.12,40,Lotto 2,10,,7.226,4.228,,6507,Claw of Chaos,31.9,91.3,AP,1.012,0.597,,6534,Mystic Gunpowder,78.3,37.2,AP,0.737,0.454,,6202,Secret Gem of Archer,30.4,95.8,AP,0.745,,,7102,Archer Monument,13.3,218.9,AP,0.221,,,6102,Magic Gem of Archer,10.5,277.3,AP,0.072,,,6002,Gem of Archer,11.7,248.9,AP,0.029,,,7104,Rider Monument,3.51,829.6,AP,0.059,,,7105,Caster Monument,3.65,797.8,AP,0.061,,,7106,Assassin Monument,3.63,802.2,AP,0.060,,,7107,Berserker Monument,3.9,746.7,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",387,"55,795",,,52.6,16.5,2.8,80.3,,,,,,,,,,6511,Forbidden Page,72.533,40.1,AP,1.514,0.757,,6524,Great Knight Medal,72.533,40.1,AP,1.348,0.772,,6516,Evil Bone,108.800,26.8,AP,0.695,0.458,,6512,Dragon Fang,108.800,26.8,AP,0.938,0.607,,6522,Fool's Chain,108.800,26.8,AP,0.983,0.582,,,,,,,,,,,,,,,,,,,-1,Blue Gems,72.533,,-2,Red Gems,72.533,,-3,Gold Gems,36.267,,-6,XP,1088.0
Second: Check Mid - Warrior,28.22,40,Lotto 2,10,,8.809,4.988,,6540,Tsukumo Mirror,31.3,90.2,AP,1.698,0.834,,6547,Ball of Rainbow Thread,60.8,46.4,AP,0.991,0.604,,6206,Secret Gem of Assassin,35.8,78.8,AP,0.934,,,7106,Assassin Monument,33.1,85.3,AP,0.565,,,6106,Magic Gem of Assassin,31.4,89.9,AP,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",480,"62,337",,,57.6,17.8,2.5,71.9,,,,,,,,,,6511,Forbidden Page,78.533,35.9,AP,1.692,0.846,,6524,Great Knight Medal,78.533,35.9,AP,1.506,0.863,,6516,Evil Bone,117.800,24.0,AP,0.776,0.512,,6512,Dragon Fang,117.800,24.0,AP,1.048,0.678,,6522,Fool's Chain,117.800,24.0,AP,1.098,0.651,,,,,,,,,,,,,,,,,,,-1,Blue Gems,78.533,,-2,Red Gems,78.533,,-3,Gold Gems,39.267,,-6,XP,1178.0
Third: Get the Ball,25.56,30,Lotto 3,10,,2.859,1.668,,6527,Deadly Poison Needle,26.3,97.2,AP,0.313,0.191,,6003,Gem of Lancer,11.1,230.3,AP,0.036,,,7003,Lancer Piece,4.16,614.4,AP,0.030,,,7001,Saber Piece,1.38,"1,852.2",AP,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900",113,"25,941",,,28.2,6.1,6.8,172.7,,,,,,,,,,6511,Forbidden Page,29.600,86.4,AP,0.704,0.352,,6524,Great Knight Medal,29.600,86.4,AP,0.627,0.359,,6516,Evil Bone,44.400,57.6,AP,0.323,0.213,,6512,Dragon Fang,44.400,57.6,AP,0.436,0.282,,6522,Fool's Chain,44.400,57.6,AP,0.457,0.271,,,,,,,,,,,,,,,,,,,-1,Blue Gems,29.600,,-2,Red Gems,29.600,,-3,Gold Gems,14.800,,-6,XP,444.0
Third: Search the Ball,29.24,35,Lotto 3,10,,3.310,1.925,,6522,Fool's Chain,47.2,61.9,AP,0.425,0.252,,6007,Gem of Berserker,21.7,134.7,AP,0.052,,,7007,Berserker Piece,7.45,392.5,AP,0.049,,,7003,Lancer Piece,4.96,589.5,AP,0.032,,,7006,Assassin Piece,4.96,589.5,AP,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400",150,"29,392",,,36.4,7.9,5.2,152.4,,,,,,,,,,6511,Forbidden Page,38.367,76.2,AP,0.798,0.399,,6524,Great Knight Medal,38.367,76.2,AP,0.710,0.407,,6516,Evil Bone,57.550,50.8,AP,0.366,0.241,,6512,Dragon Fang,57.550,50.8,AP,0.494,0.320,,6522,Fool's Chain,57.550,50.8,AP,0.518,0.307,,,,,,,,,,,,,,,,,,,-1,Blue Gems,38.367,,-2,Red Gems,38.367,,-3,Gold Gems,19.183,,-6,XP,575.5
Third: Rolling Road,32.82,40,Lotto 3,10,,3.791,2.218,,6536,Aurora Steel,42.6,77.0,AP,0.584,0.358,,6101,Magic Gem of Saber,19.5,168.3,AP,0.131,,,7101,Saber Monument,7.96,412.3,AP,0.120,,,6001,Gem of Saber,21.5,152.7,AP,0.048,,,7104,Rider Monument,1.19,"2,758.0",AP,0.018,,,7105,Caster Monument,1.19,"2,758.0",AP,0.018,,,7106,Assassin Monument,1.19,"2,758.0",AP,0.017,,,7107,Berserker Monument,0.79,"4,154.4",AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",195,"32,670",,,42.6,10.1,4.2,137.1,,,,,,,,,,6511,Forbidden Page,47.867,68.6,AP,0.887,0.443,,6524,Great Knight Medal,47.867,68.6,AP,0.789,0.452,,6516,Evil Bone,71.800,45.7,AP,0.407,0.268,,6512,Dragon Fang,71.800,45.7,AP,0.549,0.355,,6522,Fool's Chain,71.800,45.7,AP,0.575,0.341,,,,,,,,,,,,,,,,,,,-1,Blue Gems,47.867,,-2,Red Gems,47.867,,-3,Gold Gems,23.933,,-6,XP,718.0
Third: The Mushroom,31.72,40,Lotto 3,10,,4.866,2.739,,6539,Reactor Core of Dawn,24.5,129.5,AP,0.714,0.360,,6503,Proof of Hero,55.2,57.5,AP,0.325,0.159,,6207,Secret Gem of Berserker,10.4,305.0,AP,0.245,,,7107,Berserker Monument,8,396.5,AP,0.121,,,6007,Gem of Berserker,24.2,131.1,AP,0.053,,,7104,Rider Monument,1.33,"2,385.0",AP,0.020,,,7105,Caster Monument,1.6,"1,982.5",AP,0.025,,,7106,Assassin Monument,5.6,566.4,AP,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,400",265,"38,981",,,43.6,12.2,3.6,114.9,,,,,,,,,,6511,Forbidden Page,55.200,57.5,AP,1.058,0.529,,6524,Great Knight Medal,55.200,57.5,AP,0.941,0.539,,6516,Evil Bone,82.800,38.3,AP,0.486,0.320,,6512,Dragon Fang,82.800,38.3,AP,0.655,0.424,,6522,Fool's Chain,82.800,38.3,AP,0.687,0.407,,,,,,,,,,,,,,,,,,,-1,Blue Gems,55.200,,-2,Red Gems,55.200,,-3,Gold Gems,27.600,,-6,XP,828.0
Third: Guardian's Maze,29.95,40,Lotto 3,10,,6.630,3.907,,6517,Heart of the Foreign God,21.7,138.0,AP,1.103,0.686,,6541,Arrowhead of Malice,39.9,75.1,AP,0.607,0.368,,6203,Secret Gem of Lancer,11.2,267.4,AP,0.275,,,7103,Lancer Monument,7.44,402.6,AP,0.119,,,6103,Magic Gem of Lancer,22.2,134.9,AP,0.148,,,6003,Gem of Lancer,22.2,134.9,AP,0.062,,,7101,Saber Monument,7.5,399.3,AP,0.124,,,7104,Rider Monument,7.33,408.6,AP,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",314,"50,110",,,51.0,15.0,3.0,89.4,,,,,,,,,,6511,Forbidden Page,67.000,44.7,AP,1.360,0.680,,6524,Great Knight Medal,67.000,44.7,AP,1.210,0.693,,6516,Evil Bone,100.500,29.8,AP,0.624,0.412,,6512,Dragon Fang,100.500,29.8,AP,0.842,0.545,,6522,Fool's Chain,100.500,29.8,AP,0.883,0.523,,,,,,,,,,,,,,,,,,,-1,Blue Gems,67.000,,-2,Red Gems,67.000,,-3,Gold Gems,33.500,,-6,XP,1005.0
Third: Check Final - Hero,28.92,40,Lotto 3,10,,7.901,4.619,,6548,Flaming Oni Lantern Plant,25.6,113.0,AP,1.393,0.851,,6543,Crown of Silvery Light,51.1,56.6,AP,0.894,0.512,,6206,Secret Gem of Assassin,31,93.3,AP,0.789,,,7106,Assassin Monument,27.7,104.4,AP,0.462,,,6006,Gem of Assassin,21.9,132.1,AP,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",390,"57,188",,,56.5,16.5,2.7,78.3,,,,,,,,,,6511,Forbidden Page,73.833,39.2,AP,1.552,0.776,,6524,Great Knight Medal,73.833,39.2,AP,1.381,0.791,,6516,Evil Bone,110.750,26.1,AP,0.712,0.470,,6512,Dragon Fang,110.750,26.1,AP,0.961,0.622,,6522,Fool's Chain,110.750,26.1,AP,1.007,0.597,,,,,,,,,,,,,,,,,,,-1,Blue Gems,73.833,,-2,Red Gems,73.833,,-3,Gold Gems,36.917,,-6,XP,1107.5
Third: Check Final - Monarch,27.9,40,Lotto 3,10,,8.930,5.075,,6531,Mysterious Divine Wine,30.9,90.3,AP,1.562,0.767,,6552,Ashes of Forgetfulness,94.2,29.6,AP,1.013,0.622,,6204,Secret Gem of Rider,31.5,88.6,AP,0.826,,,6004,Gem of Rider,32.9,84.8,AP,0.099,,,7102,Archer Monument,10.6,263.2,AP,0.184,,,7104,Rider Monument,14,199.3,AP,0.244,,,7105,Caster Monument,3.06,911.8,AP,0.054,,,7106,Assassin Monument,2.76,"1,010.9",AP,0.048,,,7107,Berserker Monument,2.87,972.1,AP,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",485,"64,738",,,61.9,18.0,2.5,69.2,,,,,,,,,,6511,Forbidden Page,80.633,34.6,AP,1.757,0.879,,6524,Great Knight Medal,80.633,34.6,AP,1.564,0.896,,6516,Evil Bone,120.950,23.1,AP,0.806,0.532,,6512,Dragon Fang,120.950,23.1,AP,1.088,0.704,,6522,Fool's Chain,120.950,23.1,AP,1.140,0.676,,,,,,,,,,,,,,,,,,,-1,Blue Gems,80.633,,-2,Red Gems,80.633,,-3,Gold Gems,40.317,,-6,XP,1209.5
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,Forbidden Page,,,,,,,6524,Great Knight Medal,,,,,,,6516,Evil Bone,,,,,,,6512,Dragon Fang,,,,,,,6522,Fool's Chain,,,,,,,,,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
