Christmas 2025 w/ Core,,Merry Christmas in the Snowy Fields 2025,,Lotto Drop Bonus:,,,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Powder: Day 4,40,40,915,Lotto,,,1.355,0.817,,6544,Fragment of a Twinkling Star,22.02,181.7,AP,0.827,0.488,,6543,Crown of Silvery Light,22.85,175.1,AP,0.283,0.164,,6535,Eternal Ice,23.96,166.9,AP,0.244,0.165,,6204,Secret Gem of Rider,20.72,193.1,AP,0.380,,,7104,Rider Monument,23.5,170.2,AP,0.293,,,6104,Magic Gem of Rider,33.02,121.1,AP,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,45.0,15.0,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Flake: Day 4,40,40,"1,098",Lotto,,,1.695,1.002,,6542,Egg of Truth,25.77,155.2,AP,1.025,0.603,,6541,Arrowhead of Malice,29.25,136.8,AP,0.333,0.202,,6549,Small Bell of Absolution,46.53,86.0,AP,0.336,0.197,,6205,Secret Gem of Caster,26.39,151.6,AP,0.327,,,7105,Caster Monument,25.9,154.4,AP,0.316,,,6005,Gem of Caster,32.91,121.5,AP,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,49.6,16.5,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Powder: Day 5,40,40,915,Lotto,,,1.085,0.586,,6539,Reactor Core of Dawn,28.1,142.3,AP,0.648,0.327,,6538,Soundless Bell,20.13,198.7,AP,0.232,0.138,,6527,Deadly Poison Needle,26.99,148.2,AP,0.205,0.121,,6103,Magic Gem of Lancer,28.1,142.3,AP,0.141,,,7103,Lancer Monument,19.03,210.2,AP,0.227,,,6003,Gem of Lancer,27.21,147.0,AP,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,45.6,15.2,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Flake: Day 5,40,40,"1,098",Lotto,,,1.564,0.895,,6531,Mysterious Divine Wine,26.27,152.3,AP,0.931,0.484,,6535,Eternal Ice,29.28,136.6,AP,0.299,0.202,,6551,Ceremonial Sword of Twilight,46.05,86.9,AP,0.334,0.209,,6207,Secret Gem of Berserker,26.85,149.0,AP,0.496,,,7107,Berserker Monument,26.64,150.2,AP,0.322,,,6007,Gem of Berserker,32.98,121.3,AP,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,49.7,16.6,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Powder: Day 6,40,40,915,Lotto,,,0.913,0.489,,6532,Refined Magatama,39.01,102.5,AP,0.445,0.232,,6508,Ghost Lantern,24.42,163.8,AP,0.279,0.165,,6503,Proof of Hero,40.55,98.6,AP,0.190,0.092,,6102,Magic Gem of Archer,32.49,123.1,AP,0.162,,,7102,Archer Monument,20.11,198.9,AP,0.247,,,6002,Gem of Archer,27.18,147.2,AP,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,45.2,15.1,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Flake: Day 6,40,40,"1,098",Lotto,,,1.614,0.876,,6528,Primordial Lanugo,31.61,126.5,AP,0.822,0.483,,6511,Forbidden Page,30.13,132.8,AP,0.457,0.208,,6530,Mystic Spinal Fluid,46.71,85.6,AP,0.335,0.186,,6106,Magic Gem of Assassin,32.96,121.4,AP,0.157,,,7106,Assassin Monument,25.09,159.4,AP,0.305,,,6006,Gem of Assassin,27.66,144.6,AP,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,49.5,16.5,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Powder Dust,40,40,915,Lotto,,,1.068,0.516,,6523,Lamp of Evil-Sealing,25.79,155.1,AP,0.614,0.279,,6527,Deadly Poison Needle,30.68,130.4,AP,0.233,0.137,,6505,Void's Dust,30.55,130.9,AP,0.221,0.100,,6106,Magic Gem of Assassin,26.6,150.4,AP,0.126,,,7106,Assassin Monument,22.39,178.7,AP,0.272,,,6006,Gem of Assassin,28.66,139.6,AP,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",235,,,,45.3,15.1,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Flake Dust,40,40,"1,098",Lotto,,,1.476,0.777,,6520,Tearstone of Blood,30.96,129.2,AP,0.840,0.420,,6510,Eternal Gear,28.68,139.5,AP,0.310,0.154,,6551,Ceremonial Sword of Twilight,44.88,89.1,AP,0.325,0.204,,6107,Magic Gem of Berserker,31.34,127.6,AP,0.172,,,7107,Berserker Monument,25.26,158.4,AP,0.306,,,6007,Gem of Berserker,27.36,146.2,AP,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",282,,,,49.5,16.5,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Diamond Dust,40,40,"1,318",Lotto,,,3.078,1.628,,6542,Egg of Truth,31.19,128.2,AP,1.241,0.730,,6525,Scarab of Wisdom,31.12,128.5,AP,1.192,0.541,,6556,Ether Photon Converger,33.73,118.6,AP,0.390,0.232,,6503,Proof of Hero,54.83,73.0,AP,0.256,0.125,,6205,Secret Gem of Caster,31.24,128.0,AP,0.387,,,6105,Magic Gem of Caster,21.28,188.0,AP,0.094,,,6005,Gem of Caster,11.44,349.7,AP,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",338,,,,54.1,18.0,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
Snow Crystal,,,615,Lotto,,,,,,6549,Small Bell of Absolution,66.15,0.0,AP,,0.000,,6005,Gem of Caster,40.6,0.0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6539,Reactor Core of Dawn,,,,,,,6526,Shell of Reminiscence,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,-1,Blue Gems,,,-2,Red Gems,,,-3,Gold Gems,,,-6,XP,
