Space Phantasmoon,,Space Phantasmoon,,Lotto Drop Bonus:,,12,,,,,Apple AP Buyback?:,X,,,,,,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,"The 2nd Raid in this Event drops currency which can be exchanged for 1 of 5 different Materials. This sheet simulates this by copying the 2nd Raid's drop data 5 times, with each copy ""dropping"" 1 of the Materials that can be exchanged for. The Material drop rate is the same as the currency drop rate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,Bond,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),QP,Base,Drop,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
King Santa Neco-Arc: Kingdom,40,40,"2,196",Raid 1,12,,2.776,1.588,,6544,Fragment of a Twinkling Star,22.67,176.4,AP,0.854,0.511,,6547,Ball of Rainbow Thread,60.92,65.7,AP,0.696,0.425,,6514,Homunculus Baby,61.89,64.6,AP,0.702,0.414,,6505,Void's Dust,72.39,55.3,AP,0.523,0.237,,6204,Secret Gem of Rider,14.26,280.5,AP,0.261,,,6205,Secret Gem of Caster,14.67,272.7,AP,0.182,,,6206,Secret Gem of Assassin,14.46,276.6,AP,0.264,,,6207,Secret Gem of Berserker,14.74,271.4,AP,0.273,,,6104,Magic Gem of Rider,15.51,257.9,AP,0.084,,,6105,Magic Gem of Caster,16.62,240.7,AP,0.074,,,6106,Magic Gem of Assassin,15.3,261.4,AP,0.072,,,6107,Magic Gem of Berserker,14.81,270.1,AP,0.081,,,6004,Gem of Rider,7.79,513.5,AP,0.016,,,6005,Gem of Caster,8.9,449.4,AP,0.018,,,6006,Gem of Assassin,7.65,522.9,AP,0.014,,,6007,Gem of Berserker,7.65,522.9,AP,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280","4,217,316",105715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
King Santa Neco-Arc: Planet,40,40,"2,636",Raid 1,12,,3.172,1.814,,6544,Fragment of a Twinkling Star,25.74,155.4,AP,0.970,0.581,,6547,Ball of Rainbow Thread,70.13,57.0,AP,0.801,0.489,,6514,Homunculus Baby,69.99,57.2,AP,0.794,0.468,,6505,Void's Dust,84.02,47.6,AP,0.607,0.276,,6204,Secret Gem of Rider,15,266.7,AP,0.275,,,6205,Secret Gem of Caster,14.98,267.0,AP,0.185,,,6206,Secret Gem of Assassin,15.08,265.3,AP,0.276,,,6207,Secret Gem of Berserker,14.91,268.3,AP,0.276,,,6104,Magic Gem of Rider,19.65,203.6,AP,0.106,,,6105,Magic Gem of Caster,19.67,203.4,AP,0.087,,,6106,Magic Gem of Assassin,20.56,194.6,AP,0.097,,,6107,Magic Gem of Berserker,20.22,197.8,AP,0.111,,,6004,Gem of Rider,10.25,390.2,AP,0.022,,,6005,Gem of Caster,9.37,426.9,AP,0.019,,,6006,Gem of Assassin,9.37,426.9,AP,0.017,,,6007,Gem of Berserker,10.05,398.0,AP,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536","5,226,336",130997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Yellow w/ Core,40,40,"1,830",Raid 2,12,,3.339,1.927,,6539,Reactor Core of Dawn,37.76,105.9,AP,0.871,0.440,,6560,Moonlight Nucleus,22.45,178.2,AP,0.691,0.488,,6507,Claw of Chaos,21.43,186.7,AP,0.497,0.296,,6532,Refined Magatama,62.76,63.7,AP,0.715,0.374,,6549,Small Bell of Absolution,78.06,51.2,AP,0.564,0.330,,6204,Secret Gem of Rider,11.73,341.0,AP,0.215,,,6205,Secret Gem of Caster,12.24,326.8,AP,0.151,,,6206,Secret Gem of Assassin,14.8,270.3,AP,0.270,,,6207,Secret Gem of Berserker,12.76,313.5,AP,0.236,,,6104,Magic Gem of Rider,13.78,290.3,AP,0.074,,,6105,Magic Gem of Caster,10.2,392.2,AP,0.045,,,6106,Magic Gem of Assassin,20.41,196.0,AP,0.096,,,6107,Magic Gem of Berserker,13.27,301.4,AP,0.073,,,6004,Gem of Rider,6.12,653.6,AP,0.013,,,6005,Gem of Caster,5.61,713.0,AP,0.012,,,6006,Gem of Assassin,5.61,713.0,AP,0.010,,,6007,Gem of Berserker,7.14,560.2,AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400","3,611,224",90516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Red w/ Core,40,40,"2,196",Raid 2,12,,4.160,2.393,,6539,Reactor Core of Dawn,51.26,78.0,AP,1.183,0.597,,6560,Moonlight Nucleus,25,160.0,AP,0.770,0.543,,6507,Claw of Chaos,33.71,118.7,AP,0.781,0.465,,6532,Refined Magatama,65.66,60.9,AP,0.749,0.391,,6549,Small Bell of Absolution,93.81,42.6,AP,0.678,0.397,,6204,Secret Gem of Rider,14.52,275.5,AP,0.266,,,6205,Secret Gem of Caster,15.28,261.8,AP,0.189,,,6206,Secret Gem of Assassin,14.9,268.5,AP,0.272,,,6207,Secret Gem of Berserker,14.27,280.3,AP,0.264,,,6104,Magic Gem of Rider,16.29,245.5,AP,0.088,,,6105,Magic Gem of Caster,14.14,282.9,AP,0.063,,,6106,Magic Gem of Assassin,15.53,257.6,AP,0.073,,,6107,Magic Gem of Berserker,14.9,268.5,AP,0.082,,,6004,Gem of Rider,8.59,465.7,AP,0.018,,,6005,Gem of Caster,9.22,433.8,AP,0.019,,,6006,Gem of Assassin,8.21,487.2,AP,0.015,,,6007,Gem of Berserker,6.31,633.9,AP,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280","4,218,876",105754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Rainbow w/ Core,40,40,"2,636",Raid 2,12,,4.735,2.718,,6539,Reactor Core of Dawn,60.24,66.4,AP,1.390,0.701,,6560,Moonlight Nucleus,27.53,145.3,AP,0.848,0.598,,6507,Claw of Chaos,38.11,105.0,AP,0.883,0.526,,6532,Refined Magatama,73.1,54.7,AP,0.833,0.435,,6549,Small Bell of Absolution,108,37.0,AP,0.780,0.457,,6204,Secret Gem of Rider,14.95,267.6,AP,0.274,,,6205,Secret Gem of Caster,14.77,270.8,AP,0.183,,,6206,Secret Gem of Assassin,15.07,265.4,AP,0.275,,,6207,Secret Gem of Berserker,15.01,266.5,AP,0.278,,,6104,Magic Gem of Rider,19.71,202.9,AP,0.106,,,6105,Magic Gem of Caster,19.38,206.4,AP,0.086,,,6106,Magic Gem of Assassin,20.63,193.9,AP,0.097,,,6107,Magic Gem of Berserker,19.99,200.1,AP,0.110,,,6004,Gem of Rider,10.16,393.7,AP,0.021,,,6005,Gem of Caster,9.52,420.2,AP,0.020,,,6006,Gem of Assassin,9.12,438.6,AP,0.017,,,6007,Gem of Berserker,10.23,391.0,AP,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536","5,244,925",131462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Yellow w/ Lanugo,40,40,"1,830",Raid 2,12,,3.448,2.063,,6528,Primordial Lanugo,37.76,105.9,AP,0.981,0.576,,6560,Moonlight Nucleus,22.45,178.2,AP,0.691,0.488,,6507,Claw of Chaos,21.43,186.7,AP,0.497,0.296,,6532,Refined Magatama,62.76,63.7,AP,0.715,0.374,,6549,Small Bell of Absolution,78.06,51.2,AP,0.564,0.330,,6204,Secret Gem of Rider,11.73,341.0,AP,0.215,,,6205,Secret Gem of Caster,12.24,326.8,AP,0.151,,,6206,Secret Gem of Assassin,14.8,270.3,AP,0.270,,,6207,Secret Gem of Berserker,12.76,313.5,AP,0.236,,,6104,Magic Gem of Rider,13.78,290.3,AP,0.074,,,6105,Magic Gem of Caster,10.2,392.2,AP,0.045,,,6106,Magic Gem of Assassin,20.41,196.0,AP,0.096,,,6107,Magic Gem of Berserker,13.27,301.4,AP,0.073,,,6004,Gem of Rider,6.12,653.6,AP,0.013,,,6005,Gem of Caster,5.61,713.0,AP,0.012,,,6006,Gem of Assassin,5.61,713.0,AP,0.010,,,6007,Gem of Berserker,7.14,560.2,AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400","3,611,224",90516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Red w/ Lanugo,40,40,"2,196",Raid 2,12,,4.309,2.578,,6528,Primordial Lanugo,51.26,78.0,AP,1.331,0.782,,6560,Moonlight Nucleus,25,160.0,AP,0.770,0.543,,6507,Claw of Chaos,33.71,118.7,AP,0.781,0.465,,6532,Refined Magatama,65.66,60.9,AP,0.749,0.391,,6549,Small Bell of Absolution,93.81,42.6,AP,0.678,0.397,,6204,Secret Gem of Rider,14.52,275.5,AP,0.266,,,6205,Secret Gem of Caster,15.28,261.8,AP,0.189,,,6206,Secret Gem of Assassin,14.9,268.5,AP,0.272,,,6207,Secret Gem of Berserker,14.27,280.3,AP,0.264,,,6104,Magic Gem of Rider,16.29,245.5,AP,0.088,,,6105,Magic Gem of Caster,14.14,282.9,AP,0.063,,,6106,Magic Gem of Assassin,15.53,257.6,AP,0.073,,,6107,Magic Gem of Berserker,14.9,268.5,AP,0.082,,,6004,Gem of Rider,8.59,465.7,AP,0.018,,,6005,Gem of Caster,9.22,433.8,AP,0.019,,,6006,Gem of Assassin,8.21,487.2,AP,0.015,,,6007,Gem of Berserker,6.31,633.9,AP,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280","4,218,876",105754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Rainbow w/ Lanugo,40,40,"2,636",Raid 2,12,,4.909,2.935,,6528,Primordial Lanugo,60.24,66.4,AP,1.565,0.918,,6560,Moonlight Nucleus,27.53,145.3,AP,0.848,0.598,,6507,Claw of Chaos,38.11,105.0,AP,0.883,0.526,,6532,Refined Magatama,73.1,54.7,AP,0.833,0.435,,6549,Small Bell of Absolution,108,37.0,AP,0.780,0.457,,6204,Secret Gem of Rider,14.95,267.6,AP,0.274,,,6205,Secret Gem of Caster,14.77,270.8,AP,0.183,,,6206,Secret Gem of Assassin,15.07,265.4,AP,0.275,,,6207,Secret Gem of Berserker,15.01,266.5,AP,0.278,,,6104,Magic Gem of Rider,19.71,202.9,AP,0.106,,,6105,Magic Gem of Caster,19.38,206.4,AP,0.086,,,6106,Magic Gem of Assassin,20.63,193.9,AP,0.097,,,6107,Magic Gem of Berserker,19.99,200.1,AP,0.110,,,6004,Gem of Rider,10.16,393.7,AP,0.021,,,6005,Gem of Caster,9.52,420.2,AP,0.020,,,6006,Gem of Assassin,9.12,438.6,AP,0.017,,,6007,Gem of Berserker,10.23,391.0,AP,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536","5,244,925",131462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Yellow w/ Spiritron,40,40,"1,830",Raid 2,12,,2.905,1.754,,6545,Divine Leyline Spiritron,37.76,105.9,AP,0.437,0.267,,6560,Moonlight Nucleus,22.45,178.2,AP,0.691,0.488,,6507,Claw of Chaos,21.43,186.7,AP,0.497,0.296,,6532,Refined Magatama,62.76,63.7,AP,0.715,0.374,,6549,Small Bell of Absolution,78.06,51.2,AP,0.564,0.330,,6204,Secret Gem of Rider,11.73,341.0,AP,0.215,,,6205,Secret Gem of Caster,12.24,326.8,AP,0.151,,,6206,Secret Gem of Assassin,14.8,270.3,AP,0.270,,,6207,Secret Gem of Berserker,12.76,313.5,AP,0.236,,,6104,Magic Gem of Rider,13.78,290.3,AP,0.074,,,6105,Magic Gem of Caster,10.2,392.2,AP,0.045,,,6106,Magic Gem of Assassin,20.41,196.0,AP,0.096,,,6107,Magic Gem of Berserker,13.27,301.4,AP,0.073,,,6004,Gem of Rider,6.12,653.6,AP,0.013,,,6005,Gem of Caster,5.61,713.0,AP,0.012,,,6006,Gem of Assassin,5.61,713.0,AP,0.010,,,6007,Gem of Berserker,7.14,560.2,AP,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400","3,611,224",90516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
Neco 108: Red w/ Spiritron,40,40,"2,196",Raid 2,12,,3.571,2.159,,6545,Divine Leyline Spiritron,51.26,78.0,AP,0.593,0.363,,6560,Moonlight Nucleus,25,160.0,AP,0.770,0.543,,6507,Claw of Chaos,33.71,118.7,AP,0.781,0.465,,6532,Refined Magatama,65.66,60.9,AP,0.749,0.391,,6549,Small Bell of Absolution,93.81,42.6,AP,0.678,0.397,,6204,Secret Gem of Rider,14.52,275.5,AP,0.266,,,6205,Secret Gem of Caster,15.28,261.8,AP,0.189,,,6206,Secret Gem of Assassin,14.9,268.5,AP,0.272,,,6207,Secret Gem of Berserker,14.27,280.3,AP,0.264,,,6104,Magic Gem of Rider,16.29,245.5,AP,0.088,,,6105,Magic Gem of Caster,14.14,282.9,AP,0.063,,,6106,Magic Gem of Assassin,15.53,257.6,AP,0.073,,,6107,Magic Gem of Berserker,14.9,268.5,AP,0.082,,,6004,Gem of Rider,8.59,465.7,AP,0.018,,,6005,Gem of Caster,9.22,433.8,AP,0.019,,,6006,Gem of Assassin,8.21,487.2,AP,0.015,,,6007,Gem of Berserker,6.31,633.9,AP,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280","4,218,876",105754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,XP,
